證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,4503497.0,545831612.0,121.25,121.65,120.9,121.0,0.0,10059.0
0051,元大中型100,30428.0,1766466.0,57.8,58.0,57.8,57.95,0.15,202.0
0052,富邦科技,219532.0,23897805.0,109.25,109.25,108.65,108.7,0.1,423.0
0053,元大電子,5160.0,313637.0,60.95,61.1,60.95,60.95,0.65,1011.0
0055,元大MSCI金融,90710.0,1998147.0,22.02,22.05,21.96,22.05,0.12,308.0
0056,元大高股息,13134092.0,373973998.0,28.45,28.52,28.42,28.5,0.07,10140.0
0057,富邦摩台,3029.0,265260.0,87.95,87.95,87.8,87.8,0.1,1002.0
0061,元大寶滬深,82852.0,1618048.0,19.59,19.6,19.45,19.52,-0.06,748.0
006203,元大MSCI台灣,4235.0,247739.0,58.65,58.65,58.6,58.6,0.1,873.0
006204,永豐臺灣加權,23425.0,1869732.0,80.0,80.0,79.85,79.85,0.25,993.0
006205,富邦上証,927548.0,30026935.0,32.5,32.5,32.28,32.38,0.08,169.0
006206,元大上證50,498628.0,15233152.0,30.74,30.81,30.39,30.61,0.06,1044.0
006207,復華滬深,54237.0,1396604.0,25.82,25.82,25.67,25.72,-0.01,17.0
006208,富邦台50,2518518.0,176511177.0,70.05,70.3,69.95,70.05,0.1,5174.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2226496.0,261180743.0,117.45,118.1,116.75,117.35,0.75,1252.0
00632R,元大台灣50反1,90750713.0,473114640.0,5.22,5.23,5.19,5.22,-0.01,3528.0
00633L,富邦上証正2,6435490.0,249885472.0,39.16,39.35,38.37,39.06,0.06,1782.0
00634R,富邦上証反1,1082000.0,4782960.0,4.42,4.44,4.42,4.42,0.01,12.0
00635U,期元大S&P黃金,606623.0,15314295.0,25.32,25.34,25.19,25.25,-0.16,270.0
00636,國泰中國A50,896773.0,19394427.0,21.74,21.77,21.48,21.71,0.02,742.0
00636K,國泰中國A50+U,200.0,1424.0,7.12,7.12,7.12,7.12,-0.01,2.0
00637L,元大滬深300正2,74530409.0,1140669246.0,15.42,15.5,15.13,15.39,-0.01,8190.0
00638R,元大滬深300反1,45000.0,420090.0,9.28,9.37,9.28,9.31,-0.02,11.0
00639,富邦深100,873361.0,11573281.0,13.45,13.45,13.22,13.26,-0.07,1040.0
00640L,富邦日本正2,123000.0,3646840.0,29.7,29.7,29.6,29.62,0.24,51.0
00641R,富邦日本反1,139100.0,1294943.0,9.32,9.32,9.3,9.32,-0.04,37.0
00642U,期元大S&P石油,8609554.0,146476970.0,17.02,17.05,16.97,17.0,0.2,1880.0
00643,群益深証中小,312849.0,4852456.0,15.59,15.6,15.44,15.5,-0.06,418.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,18927.0,501676.0,26.53,26.57,26.51,26.56,0.14,801.0
00646,元大S&P500,1025608.0,39689729.0,38.68,38.76,38.66,38.68,0.01,683.0
00647L,元大S&P500正2,211343.0,11649840.0,55.1,55.25,55.05,55.1,0.0,46.0
00648R,元大S&P500反1,7016319.0,49855237.0,7.1,7.11,7.09,7.11,0.0,107.0
00650L,復華香港正2,2933490.0,41252989.0,14.0,14.12,13.98,14.11,0.17,543.0
00651R,復華香港反1,78050.0,633526.0,8.11,8.14,8.08,8.14,-0.04,17.0
00652,富邦印度,143498.0,4152324.0,28.96,28.98,28.9,28.91,-0.05,462.0
00653L,富邦印度正2,421420.0,17441399.0,41.57,41.57,41.29,41.31,-0.21,106.0
00654R,富邦印度反1,46000.0,373860.0,8.12,8.14,8.12,8.13,0.0,10.0
00655L,國泰中國A50正2,3123100.0,85680323.0,27.71,27.82,27.08,27.6,-0.01,669.0
00656R,國泰中國A50反1,736000.0,6142760.0,8.29,8.38,8.28,8.31,0.0,23.0
00657,國泰日經225,5734.0,189615.0,33.05,33.12,33.05,33.09,0.19,5.0
00657K,國泰日經225+U,200.0,2170.0,10.85,10.85,10.85,10.85,0.06,2.0
00660,元大歐洲50,59128.0,1839967.0,31.2,31.2,31.12,31.12,-0.02,973.0
00661,元大日經225,3972.0,140451.0,35.47,35.5,35.47,35.5,0.27,974.0
00662,富邦NASDAQ,465822.0,23841622.0,51.3,51.3,51.1,51.2,-0.15,550.0
00663L,國泰臺灣加權正2,9005.0,973992.0,108.6,108.6,108.0,108.2,0.55,7.0
00664R,國泰臺灣加權反1,2507637.0,14764775.0,5.89,5.9,5.86,5.89,-0.02,225.0
00665L,富邦恒生國企正2,9471612.0,82136649.0,8.64,8.72,8.61,8.69,0.11,1215.0
00666R,富邦恒生國企反1,82000.0,1162830.0,14.1,14.2,14.1,14.13,-0.12,8.0
00668,國泰美國道瓊,13847.0,512883.0,37.05,37.1,37.03,37.08,0.04,592.0
00668K,國泰美國道瓊+U,200.0,2434.0,12.17,12.17,12.17,12.17,0.02,2.0
00669R,國泰美國道瓊反1,5029901.0,40070706.0,7.97,7.97,7.96,7.97,-0.03,349.0
00670L,富邦NASDAQ正2,821429.0,54295912.0,66.1,66.2,66.0,66.0,-0.2,425.0
00671R,富邦NASDAQ反1,15770689.0,88135122.0,5.58,5.6,5.58,5.6,0.02,295.0
00673R,期元大S&P原油反1,43992436.0,367245881.0,8.34,8.37,8.32,8.36,-0.11,4237.0
00674R,期元大S&P黃金反1,914000.0,10884684.0,11.9,11.94,11.87,11.93,0.03,209.0
00675L,富邦臺灣加權正2,538565.0,25492919.0,47.35,47.63,47.05,47.3,0.27,319.0
00676R,富邦臺灣加權反1,3264549.0,10577668.0,3.23,3.25,3.22,3.24,0.0,165.0
00678,群益NBI生技,377836.0,9696569.0,25.64,25.7,25.64,25.68,0.04,987.0
00680L,元大美債20正2,13051034.0,161896999.0,12.38,12.44,12.35,12.43,-0.09,2034.0
00681R,元大美債20反1,189000.0,3308510.0,17.53,17.53,17.5,17.5,0.06,33.0
00682U,期元大美元指數,62012.0,1258474.0,20.27,20.33,20.27,20.31,0.02,22.0
00683L,期元大美元指正2,1280010.0,27012828.0,21.11,21.15,21.03,21.14,0.14,166.0
00684R,期元大美元指反1,14000.0,227090.0,16.22,16.23,16.22,16.22,0.02,6.0
00685L,群益臺灣加權正2,61020.0,2557207.0,42.03,42.12,41.69,41.95,0.3,34.0
00686R,群益臺灣加權反1,692000.0,2428200.0,3.51,3.51,3.5,3.51,-0.01,16.0
00688L,國泰20年美債正2,2024772.0,24937620.0,12.33,12.34,12.26,12.34,-0.09,297.0
00689R,國泰20年美債反1,10000.0,181600.0,18.16,18.16,18.16,18.16,0.07,1.0
00690,兆豐藍籌30,176760.0,4911879.0,27.94,27.94,27.66,27.79,0.16,841.0
00692,富邦公司治理,1330874.0,40180155.0,30.2,30.28,30.14,30.2,0.02,1374.0
00693U,期街口S&P黃豆,50447.0,1344780.0,26.6,26.7,26.6,26.67,0.07,19.0
00700,富邦恒生國企,350978.0,4608758.0,13.21,13.21,13.05,13.15,0.03,866.0
00701,國泰股利精選30,753891.0,17226236.0,22.8,22.89,22.8,22.88,0.1,536.0
00702,國泰標普低波高息,103049.0,2132406.0,20.7,20.72,20.7,20.72,0.02,1024.0
00703,台新MSCI中國,10100.0,166215.0,16.55,16.55,16.4,16.46,-0.09,10.0
00706L,期元大S&P日圓正2,3398963.0,33653201.0,9.93,9.93,9.88,9.9,-0.15,467.0
00707R,期元大S&P日圓反1,,,,,,,0.0,
00708L,期元大S&P黃金正2,1076489.0,30774584.0,28.66,28.71,28.41,28.49,-0.42,333.0
00709,富邦歐洲,50833.0,1248110.0,24.55,24.59,24.55,24.55,-0.13,1011.0
00710B,復華彭博非投等債,137028.0,2409109.0,17.62,17.62,17.57,17.57,-0.05,126.0
00711B,復華彭博新興債,107459.0,1748331.0,16.32,16.32,16.26,16.27,-0.03,512.0
00712,復華富時不動產,13569419.0,128737503.0,9.5,9.59,9.42,9.48,-0.06,6847.0
00713,元大台灣高息低波,6925924.0,279085417.0,40.22,40.44,40.2,40.42,0.2,4899.0
00714,群益道瓊美國地產,453697.0,8267830.0,18.21,18.24,18.19,18.24,0.01,249.0
00715L,期街口布蘭特正2,59933029.0,909739496.0,15.18,15.22,15.11,15.17,0.28,5104.0
00717,富邦美國特別股,208203.0,3021888.0,14.5,14.52,14.5,14.52,0.02,431.0
00728,第一金工業30,304137.0,7187421.0,23.64,23.73,23.58,23.61,-0.02,359.0
00730,富邦臺灣優質高息,166447.0,3127980.0,18.84,18.9,18.74,18.8,-0.04,250.0
00731,復華富時高息低波,1057608.0,59916423.0,56.8,56.8,56.5,56.65,0.1,165.0
00732,國泰RMB短期報酬,,,,,,,0.0,
00733,富邦臺灣中小,259878.0,9548335.0,36.56,36.86,36.56,36.73,0.17,213.0
00735,國泰臺韓科技,157544.0,4260366.0,27.03,27.07,27.03,27.04,0.18,997.0
00736,國泰新興市場,104468.0,2032830.0,19.45,19.5,19.43,19.45,0.02,11.0
00737,國泰AI+Robo,26345.0,718189.0,27.27,27.29,27.23,27.27,-0.02,872.0
00738U,期元大道瓊白銀,805766.0,19716883.0,24.54,24.6,24.41,24.45,-0.18,179.0
00739,元大MSCI A股,55281.0,1315749.0,23.91,23.91,23.72,23.83,-0.08,1024.0
00752,中信中國50,2702086.0,51827964.0,19.08,19.21,19.08,19.2,0.12,620.0
00753L,中信中國50正2,4841505.0,54894845.0,11.37,11.43,11.28,11.34,0.07,995.0
00757,統一FANG+,522504.0,23254207.0,44.52,44.54,44.46,44.48,-0.04,512.0
00762,元大全球AI,130935.0,4805457.0,36.72,36.72,36.66,36.66,0.0,164.0
00763U,期街口道瓊銅,111000.0,2826840.0,25.47,25.5,25.34,25.34,-0.07,23.0
00770,國泰北美科技,135976.0,3931651.0,28.98,28.98,28.89,28.91,-0.07,1001.0
00771,元大US高息特別股,31302.0,495993.0,15.87,15.87,15.85,15.85,-0.03,584.0
00775B,新光投等債15+,59027.0,2026411.0,34.25,34.38,34.25,34.38,0.0,973.0
00783,富邦中証500,191195.0,4174754.0,21.9,21.91,21.76,21.76,-0.13,13.0
00830,國泰費城半導體,4729058.0,128952319.0,27.26,27.29,27.23,27.28,-0.02,1635.0
00850,元大臺灣ESG永續,862958.0,27046514.0,31.3,31.49,31.3,31.34,0.05,597.0
00851,台新全球AI,12534.0,334555.0,26.76,26.76,26.73,26.74,-0.08,977.0
00852L,國泰美國道瓊正2,187635.0,3570812.0,19.05,19.05,19.01,19.02,0.05,68.0
00861,元大全球未來通訊,88005.0,2509384.0,28.48,28.54,28.48,28.5,0.01,134.0
00865B,國泰US短期公債,103950.0,4196330.0,40.38,40.39,40.38,40.38,-0.04,954.0
00875,國泰網路資安,180640.0,4612411.0,25.54,25.54,25.51,25.54,0.09,105.0
00876,元大全球5G,315886.0,8682131.0,27.52,27.53,27.44,27.47,-0.08,273.0
00878,國泰永續高股息,41314937.0,718343539.0,17.36,17.42,17.35,17.4,0.04,21493.0
00881,國泰台灣5G+,4215083.0,64240426.0,15.24,15.3,15.21,15.24,0.0,2093.0
00882,中信中國高股息,6802685.0,81085892.0,11.93,11.93,11.9,11.93,0.03,2435.0
00885,富邦越南,9114420.0,104411711.0,11.49,11.49,11.42,11.45,0.03,2373.0
00891,中信關鍵半導體,5340950.0,71202327.0,13.33,13.41,13.3,13.32,0.01,1714.0
00892,富邦台灣半導體,1899138.0,23155676.0,12.18,12.25,12.17,12.19,0.03,484.0
00893,國泰智能電動車,4772809.0,65642235.0,13.76,13.77,13.73,13.77,0.01,1791.0
00894,中信小資高價30,1003845.0,13909410.0,13.81,13.88,13.81,13.87,0.12,301.0
00895,富邦未來車,757676.0,11170445.0,14.76,14.77,14.72,14.72,-0.05,471.0
00896,中信綠能及電動車,1125595.0,16412764.0,14.52,14.63,14.52,14.61,0.1,650.0
00897,富邦基因免疫生技,1283454.0,9766774.0,7.63,7.63,7.6,7.61,-0.02,257.0
00898,國泰基因免疫革命,775825.0,5707555.0,7.36,7.37,7.35,7.35,-0.04,184.0
00899,FT潔淨能源,100972.0,2177493.0,21.57,21.57,21.53,21.53,0.05,97.0
00900,富邦特選高股息30,5232477.0,61257269.0,11.7,11.75,11.68,11.72,0.02,2079.0
00901,永豐智能車供應鏈,307322.0,4025173.0,13.06,13.13,13.06,13.1,0.04,171.0
00902,中信電池及儲能,8174938.0,99539569.0,12.15,12.23,12.13,12.23,0.13,1689.0
00903,富邦元宇宙,1569497.0,15593136.0,9.97,9.97,9.92,9.93,-0.04,387.0
00904,新光臺灣半導體30,470711.0,5932907.0,12.58,12.64,12.58,12.6,0.02,191.0
00905,FT臺灣Smart,3429092.0,31213041.0,9.1,9.12,9.09,9.11,0.01,720.0
00906,大華元宇宙科技50,914.0,9998.0,,,,,0.0,2.0
00907,永豐優息存股,1347540.0,19607641.0,14.52,14.57,14.52,14.56,0.04,601.0
00908,富邦入息REITs+,811428.0,9846020.0,12.12,12.15,12.08,12.14,0.0,236.0
00909,國泰數位支付服務,174809.0,2930785.0,16.7,16.78,16.7,16.77,0.07,88.0
00910,第一金太空衛星,334642.0,5127851.0,15.31,15.33,15.3,15.31,0.02,211.0
00911,兆豐洲際半導體,194030.0,3334745.0,17.08,17.21,17.08,17.19,0.01,57.0
00912,中信臺灣智慧50,2078313.0,31326464.0,15.09,15.14,15.03,15.05,0.06,892.0
00913,兆豐台灣晶圓製造,123509.0,2083226.0,16.88,16.88,16.81,16.82,-0.03,22.0
00915,凱基優選高股息30,289306.0,4747879.0,16.4,16.44,16.38,16.44,0.04,247.0
00916,國泰全球品牌50,278991.0,4427103.0,15.86,15.89,15.85,15.85,0.0,359.0
00917,中信特選金融,277369.0,4033620.0,14.54,14.55,14.54,14.54,0.0,142.0
00918,大華優利高填息30,168485.0,2882107.0,17.14,17.14,17.07,17.13,0.09,80.0
00919,群益台灣精選高息,3426284.0,65236242.0,19.1,19.15,19.0,19.05,0.07,1283.0
00920,富邦ESG綠色電力,505804.0,8409737.0,16.65,16.65,16.6,16.63,-0.02,100.0
00921,兆豐龍頭等權重,415783.0,6619932.0,15.85,15.97,15.85,15.96,0.16,206.0
00922,國泰台灣領袖50,3466968.0,51642679.0,14.87,14.93,14.87,14.88,0.01,1244.0
00923,群益台灣ESG低碳,1651332.0,24850481.0,15.07,15.09,15.02,15.04,0.01,819.0
01001T,土銀富邦R1,16042.0,250499.0,15.6,15.66,15.6,15.66,0.06,8.0
01002T,土銀國泰R1,32000.0,566090.0,17.6,17.7,17.6,17.7,0.0,9.0
01003T,兆豐新光R1,111000.0,2354850.0,21.3,21.3,21.16,21.16,-0.11,25.0
01004T,土銀富邦R2,,,,,,,0.0,
01007T,兆豐國泰R2,,,,,,,0.0,
01009T,王道圓滿R1,51000.0,433040.0,8.49,8.5,8.49,8.49,0.0,6.0
01010T,京城樂富R1,16000.0,160840.0,10.05,10.06,10.05,10.06,0.0,6.0
020000,富邦特選蘋果N,,,,,,,0.0,
020002,元富新中國N,,,,,,,0.0,
020007,凱基臺灣500N,,,,,,,0.0,
020011,統一微波高息20N,,,,,,,0.0,
020012,富邦行動通訊N,7000.0,49550.0,7.08,7.08,7.07,7.08,-0.02,4.0
020015,統一MSCI美低波N,,,,,,,0.0,
020016,統一MSCI美科技N,,,,,,,0.0,
020018,統一價值成長30N,1000.0,16500.0,16.5,16.5,16.5,16.5,0.11,1.0
020019,統一特選台灣5GN,5000.0,65000.0,13.0,13.0,13.0,13.0,0.01,2.0
02001L,富邦蘋果正二N,60000.0,622520.0,10.36,10.39,10.36,10.36,0.03,4.0
02001R,富邦蘋果反一N,103000.0,282580.0,2.74,2.75,2.74,2.75,0.0,6.0
02001S,策元大加權策略N,,,,,,,0.0,
020020,元大台股領航N,26000.0,176920.0,6.81,6.81,6.78,6.79,0.0,7.0
020022,元大電動車N,1697000.0,9940930.0,5.79,5.89,5.79,5.87,0.08,220.0
020028,元大特選電動車N,358000.0,2023360.0,5.58,5.67,5.58,5.66,0.08,54.0
020029,元大ESG高股息N,157000.0,788500.0,5.02,5.03,5.02,5.03,0.01,26.0
020030,統一智慧電動車N,52000.0,222960.0,4.28,4.3,4.28,4.29,0.03,11.0
020031,統一IC設計臺灣N,171000.0,747230.0,4.37,4.37,4.35,4.37,0.05,13.0
020032,元大綠能N,66000.0,350060.0,5.3,5.31,5.3,5.31,0.03,12.0
020034,元大IC設計N,153000.0,838200.0,5.42,5.5,5.42,5.49,0.07,23.0
1101,台泥,15386152.0,560616944.0,36.45,36.6,36.3,36.6,0.2,6628.0
1101B,台泥乙特,38317.0,1869784.0,48.8,48.85,48.8,48.85,0.05,18.0
1102,亞泥,2754722.0,119632630.0,43.3,43.6,43.25,43.6,0.35,1523.0
1103,嘉泥,148760.0,2794551.0,18.85,18.85,18.7,18.85,0.05,168.0
1104,環泥,1000056.0,26317839.0,26.35,26.45,26.25,26.3,-0.05,735.0
1108,幸福,3218366.0,47437690.0,14.45,14.9,14.35,14.8,0.4,1598.0
1109,信大,130205.0,2244656.0,17.15,17.3,17.15,17.15,0.0,52.0
1110,東泥,284007.0,5000971.0,17.6,17.7,17.6,17.65,0.0,67.0
1201,味全,230042.0,4594800.0,19.95,20.0,19.9,20.0,0.05,279.0
1203,味王,28575.0,1090137.0,38.2,38.45,38.0,38.45,0.2,114.0
1210,大成,1512198.0,78290631.0,51.9,52.0,51.5,52.0,0.1,1417.0
1213,大飲,86099.0,617783.0,7.17,7.3,7.1,7.2,0.15,25.0
1215,卜蜂,1188924.0,101283877.0,84.7,85.8,84.7,85.7,0.9,1357.0
1216,統一,3585655.0,259040150.0,71.9,72.7,71.6,72.5,0.6,2790.0
1217,愛之味,859648.0,9780214.0,11.45,11.45,11.35,11.35,-0.05,562.0
1218,泰山,3360786.0,102929502.0,30.6,30.75,30.4,30.7,0.2,1715.0
1219,福壽,1038157.0,22374520.0,21.8,21.8,21.35,21.7,-0.1,607.0
1220,台榮,587589.0,10052023.0,17.3,17.3,17.05,17.1,-0.2,458.0
1225,福懋油,226364.0,13821241.0,60.8,61.5,60.0,61.1,0.3,80.0
1227,佳格,1038350.0,41745213.0,40.35,40.5,40.2,40.2,-0.3,593.0
1229,聯華,1036944.0,60794243.0,58.8,58.9,58.3,58.7,0.4,1339.0
1231,聯華食,167598.0,15126957.0,91.0,91.0,89.9,90.0,-1.0,499.0
1232,大統益,35457.0,5294558.0,149.5,149.5,148.5,149.5,0.0,227.0
1233,天仁,11008.0,377880.0,34.8,34.8,33.95,34.6,-0.2,12.0
1234,黑松,442572.0,16049600.0,36.0,36.45,36.0,36.4,0.5,349.0
1235,興泰,9071.0,634753.0,70.0,70.0,69.9,69.9,0.0,10.0
1236,宏亞,164575.0,3965390.0,24.2,24.35,23.8,23.8,-0.3,72.0
1256,鮮活果汁-KY,2602.0,861267.0,330.5,330.5,330.5,330.5,0.0,82.0
1301,台塑,4878617.0,447900207.0,90.9,92.2,90.8,92.1,1.3,3796.0
1303,南亞,3000987.0,232535076.0,77.6,78.0,77.1,77.7,0.2,3120.0
1304,台聚,1872126.0,50450849.0,27.1,27.25,26.75,26.95,-0.1,1085.0
1305,華夏,1010329.0,27307228.0,27.05,27.3,26.9,27.0,-0.05,503.0
1307,三芳,84736.0,1781828.0,21.0,21.1,20.95,21.05,0.1,46.0
