證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,7894646.0,955038720.0,120.55,121.4,120.2,121.3,0.8,10888.0
0051,元大中型100,24974.0,1428351.0,57.1,57.3,57.1,57.2,0.15,146.0
0052,富邦科技,513949.0,55070006.0,106.95,107.55,106.4,107.35,0.6,839.0
0053,元大電子,11502.0,687558.0,59.8,60.15,59.45,60.15,0.25,440.0
0055,元大MSCI金融,116196.0,2617116.0,22.53,22.6,22.45,22.57,0.05,298.0
0056,元大高股息,16092974.0,455881120.0,28.29,28.4,28.2,28.38,0.13,11482.0
0057,富邦摩台,5806.0,510272.0,87.85,88.25,87.8,88.25,0.5,611.0
0061,元大寶滬深,195099.0,3821193.0,19.62,19.63,19.51,19.58,-0.05,684.0
006203,元大MSCI台灣,8054.0,469530.0,58.1,58.45,58.1,58.45,0.0,616.0
006204,永豐臺灣加權,45611.0,3619350.0,79.2,79.5,79.2,79.5,0.25,437.0
006205,富邦上証,1179184.0,38541530.0,32.72,32.85,32.59,32.6,-0.17,419.0
006206,元大上證50,88457.0,2754206.0,31.16,31.28,31.06,31.12,-0.12,834.0
006207,FH滬深,307384.0,7845732.0,25.58,25.58,25.42,25.51,-0.12,568.0
006208,富邦台50,4612575.0,322753639.0,69.75,70.2,69.6,70.1,0.35,5422.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,3195908.0,371994009.0,115.25,117.2,115.05,117.0,1.55,1884.0
00632R,元大台灣50反1,144125871.0,756155964.0,5.27,5.28,5.23,5.23,-0.03,8111.0
00633L,富邦上証正2,7502186.0,308005338.0,40.99,41.52,40.53,40.77,-0.18,1787.0
00634R,富邦上証反1,230000.0,999670.0,4.36,4.37,4.31,4.36,0.01,24.0
00635U,期元大S&P黃金,198518.0,4678122.0,23.56,23.61,23.52,23.58,-0.06,163.0
00636,國泰中國A50,1741934.0,38412833.0,22.1,22.17,21.97,22.0,-0.13,654.0
00636K,國泰中國A50+U,200.0,1440.0,7.2,7.2,7.2,7.2,-0.03,2.0
00637L,元大滬深300正2,57417607.0,927687172.0,16.09,16.35,15.97,16.06,-0.05,7971.0
00638R,元大滬深300反1,63000.0,575660.0,9.15,9.2,9.1,9.16,0.03,21.0
00639,富邦深100,1877362.0,24863443.0,13.29,13.38,13.17,13.2,-0.16,799.0
