證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,6752736.0,811622845.0,120.5,120.6,119.8,120.3,-1.0,12824.0
0051,元大中型100,35249.0,2016031.0,57.2,57.3,57.1,57.3,0.1,166.0
0052,富邦科技,398395.0,42414876.0,107.0,107.0,106.2,106.25,-1.1,550.0
0053,元大電子,5045.0,300801.0,59.95,59.95,59.7,59.7,-0.45,1004.0
0055,元大MSCI金融,114361.0,2577962.0,22.63,22.63,22.5,22.54,-0.03,237.0
0056,元大高股息,21829363.0,616777039.0,28.29,28.37,28.18,28.37,-0.01,15235.0
0057,富邦摩台,3905.0,341220.0,87.6,87.6,87.45,87.45,-0.8,1005.0
0061,元大寶滬深,276443.0,5328189.0,19.45,19.5,19.21,19.25,-0.33,1017.0
006203,元大MSCI台灣,3983.0,231845.0,58.4,58.4,58.25,58.25,-0.2,853.0
006204,永豐臺灣加權,43978.0,3482151.0,79.2,79.25,79.0,79.2,-0.3,1023.0
006205,富邦上証,2070355.0,66562679.0,32.28,32.28,32.1,32.14,-0.46,644.0
006206,元大上證50,92289.0,2820624.0,31.0,31.0,30.5,30.54,-0.58,1137.0
006207,FH滬深,61316.0,1539685.0,25.14,25.19,25.04,25.06,-0.45,40.0
006208,富邦台50,3899665.0,271317022.0,69.8,69.8,69.35,69.65,-0.45,6961.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,4537041.0,523417371.0,115.35,115.8,114.65,115.65,-1.35,2626.0
00632R,元大台灣50反1,107363662.0,565873325.0,5.28,5.29,5.26,5.26,0.03,5095.0
00633L,富邦上証正2,11203663.0,442784186.0,39.84,39.84,39.31,39.38,-1.39,3572.0
00634R,富邦上証反1,933020.0,4146929.0,4.4,4.45,4.4,4.45,0.09,79.0
00635U,期元大S&P黃金,687827.0,15903075.0,23.15,23.15,23.09,23.12,-0.46,441.0
00636,國泰中國A50,3315852.0,71669223.0,21.78,21.78,21.57,21.59,-0.41,1568.0
00636K,國泰中國A50+U,200.0,1404.0,7.02,7.02,7.02,7.02,-0.18,2.0
00637L,元大滬深300正2,111472739.0,1736490714.0,15.69,15.73,15.48,15.49,-0.57,15988.0
00638R,元大滬深300反1,1114197.0,10411667.0,9.28,9.37,9.28,9.37,0.21,179.0
00639,富邦深100,1167532.0,15161669.0,13.1,13.1,12.96,12.96,-0.24,398.0
00640L,富邦日本正2,238365.0,7463549.0,31.28,31.45,31.24,31.43,0.19,52.0
00641R,富邦日本反1,1402517.0,12848538.0,9.17,9.19,9.14,9.15,-0.03,188.0
00642U,期元大S&P石油,4121744.0,67800210.0,16.39,16.5,16.39,16.48,-0.57,1218.0
00643,群益深証中小,339113.0,5086226.0,15.1,15.1,14.96,14.99,-0.25,224.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,70081.0,1911290.0,27.25,27.3,27.25,27.3,0.13,828.0
00646,元大S&P500,1011150.0,38359697.0,37.93,38.0,37.91,37.99,-0.36,492.0
00647L,元大S&P500正2,278924.0,14702232.0,52.8,52.8,52.6,52.8,-1.7,167.0
00648R,元大S&P500反1,4033243.0,29458552.0,7.29,7.32,7.29,7.31,0.15,268.0
00650L,FH香港正2,20144043.0,277838534.0,14.18,14.18,13.6,13.62,-1.03,3501.0
00651R,FH香港反1,2411000.0,20117710.0,8.2,8.42,8.2,8.39,0.29,216.0
00652,富邦印度,317062.0,9249692.0,29.37,29.37,29.04,29.23,-0.14,762.0
00653L,富邦印度正2,944699.0,39888519.0,42.26,42.44,41.99,42.39,-0.27,241.0
00654R,富邦印度反1,444000.0,3613560.0,8.13,8.16,8.11,8.11,0.06,47.0
00655L,國泰中國A50正2,5029675.0,140288556.0,28.19,28.19,27.74,27.76,-1.06,1489.0
00656R,國泰中國A50反1,817119.0,6826416.0,8.3,8.38,8.3,8.37,0.18,82.0
00657,國泰日經225,103992.0,3488567.0,33.55,33.64,33.55,33.64,0.17,995.0
00657K,國泰日經225+U,200.0,2180.0,10.9,10.9,10.9,10.9,-0.06,2.0
00660,元大歐洲50,157014.0,4839749.0,30.91,30.91,30.78,30.78,-0.45,977.0
00661,元大日經225,8025.0,287683.0,35.96,36.01,35.96,36.01,0.0,1000.0
00662,富邦NASDAQ,1945839.0,93707203.0,48.07,48.32,48.05,48.25,-0.43,719.0
00663L,國泰臺灣加權正2,6016.0,641822.0,106.75,106.8,106.5,106.8,-1.3,9.0
00664R,國泰臺灣加權反1,5632294.0,33492484.0,5.95,5.97,5.93,5.93,0.03,425.0
00665L,富邦恒生國企正2,52087083.0,437960102.0,8.62,8.62,8.26,8.26,-0.71,6380.0
00666R,富邦恒生國企反1,411000.0,6056230.0,14.32,14.86,14.32,14.8,0.65,73.0
00668,國泰美國道瓊,57478.0,2110835.0,36.8,36.8,36.7,36.72,-0.43,605.0
