證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,4685154.0,553250294.0,118.8,118.8,117.65,117.8,-1.1,14060.0
0051,元大中型100,38585.0,2227425.0,57.95,57.95,57.55,57.75,-0.2,193.0
0052,富邦科技,75053.0,7574749.0,101.75,101.75,100.55,100.65,-1.35,356.0
0053,元大電子,2995.0,175005.0,58.65,58.65,58.65,58.65,-0.85,995.0
0055,元大MSCI金融,161907.0,3669299.0,22.72,22.72,22.62,22.63,-0.07,255.0
0056,元大高股息,10875547.0,310528088.0,28.64,28.65,28.5,28.54,-0.1,10471.0
0057,富邦摩台,1098.0,93970.0,85.45,85.45,85.45,85.45,-0.75,5.0
0061,元大寶滬深,199108.0,3792148.0,19.15,19.15,18.97,19.02,-0.32,889.0
006203,元大MSCI台灣,2144.0,121336.0,57.0,57.0,57.0,57.0,-0.45,901.0
006204,永豐臺灣加權,24017.0,1889563.0,78.65,78.9,78.65,78.9,-0.35,966.0
006205,富邦上証,2461288.0,79397720.0,32.7,32.7,32.12,32.18,-0.82,287.0
006206,元大上證50,71545.0,2181313.0,31.1,31.1,30.37,30.53,-0.69,974.0
006207,復華滬深,44776.0,1120421.0,25.07,25.07,24.95,25.02,-0.46,931.0
006208,富邦台50,2729190.0,186556908.0,68.7,68.75,68.1,68.3,-0.5,8740.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,3103566.0,352677187.0,114.6,114.7,113.1,113.3,-1.95,2903.0
00632R,元大台灣50反1,71872980.0,379660951.0,5.26,5.3,5.26,5.28,0.04,2798.0
00633L,富邦上証正2,10494196.0,410234176.0,39.72,39.8,38.73,38.82,-1.75,2908.0
00634R,富邦上証反1,948000.0,4191830.0,4.39,4.44,4.38,4.42,0.08,71.0
00635U,期元大S&P黃金,221135.0,5674832.0,25.72,25.72,25.6,25.6,0.0,145.0
00636,國泰中國A50,552803.0,11979752.0,21.93,21.93,21.62,21.68,-0.38,637.0
00636K,國泰中國A50+U,200.0,1406.0,7.03,7.03,7.03,7.03,-0.15,2.0
00637L,元大滬深300正2,102795309.0,1585858651.0,15.7,15.7,15.26,15.32,-0.67,13155.0
00638R,元大滬深300反1,774000.0,7214360.0,9.25,9.38,9.24,9.35,0.19,125.0
00639,富邦深100,2358613.0,29326710.0,12.47,12.48,12.38,12.46,-0.11,925.0
00640L,富邦日本正2,174451.0,5765299.0,33.23,33.23,32.96,33.02,-0.34,54.0
00641R,富邦日本反1,438388.0,3879073.0,8.84,8.86,8.83,8.85,0.02,78.0
00642U,期元大S&P石油,7762856.0,120127105.0,15.5,15.53,15.42,15.46,0.08,1625.0
00643,群益深証中小,255708.0,3690996.0,14.51,14.52,14.35,14.52,-0.04,522.0
00643K,群益深証中小+R,,,,,,,0.0,
