證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,18271130.0,2235344218.0,122.5,122.65,122.1,122.3,-0.2,13613.0
0051,元大中型100,45798.0,2730837.0,59.65,59.95,59.5,59.55,0.1,206.0
0052,富邦科技,129932.0,13700222.0,105.5,105.8,105.3,105.5,-0.05,324.0
0053,元大電子,14078.0,858165.0,61.15,61.15,60.75,61.05,0.0,1009.0
0055,元大MSCI金融,253424.0,5897545.0,23.16,23.38,23.16,23.25,0.09,308.0
0056,元大高股息,22525446.0,661502872.0,29.32,29.44,29.31,29.35,0.04,10386.0
0057,富邦摩台,66.0,5906.0,,,,,0.0,3.0
0061,元大寶滬深,154099.0,2854311.0,18.52,18.65,18.47,18.51,-0.09,773.0
006203,元大MSCI台灣,5888.0,345978.0,58.95,59.0,58.9,59.0,-0.25,1003.0
006204,永豐臺灣加權,21713.0,1779196.0,81.9,81.95,81.9,81.95,0.05,21.0
006205,富邦上証,1918555.0,59952227.0,31.21,31.47,31.16,31.31,0.1,218.0
006206,元大上證50,48876.0,1448760.0,29.55,29.9,29.45,29.74,0.24,904.0
006207,復華滬深,79327.0,1933687.0,24.37,24.61,24.33,24.46,0.07,21.0
006208,富邦台50,3027152.0,213859481.0,70.7,70.8,70.5,70.65,-0.05,4875.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,1467790.0,178975519.0,121.95,122.4,121.5,121.8,-0.2,1423.0
00632R,元大台灣50反1,78978165.0,402548388.0,5.1,5.11,5.09,5.09,-0.01,4244.0
00633L,富邦上証正2,5712353.0,217480168.0,37.57,38.68,37.29,38.26,0.69,2095.0
00634R,富邦上証反1,135000.0,601350.0,4.51,4.51,4.44,4.47,-0.04,14.0
00635U,期元大S&P黃金,415469.0,10358041.0,24.92,24.96,24.91,24.91,0.17,189.0
00636,國泰中國A50,325382.0,6866774.0,21.0,21.29,20.93,21.2,0.21,288.0
