證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,3750827.0,446314792.0,119.35,119.35,118.3,119.25,-0.1,7974.0
0051,元大中型100,34973.0,1963961.0,56.2,56.3,55.95,56.15,-0.05,133.0
0052,富邦科技,161882.0,17148232.0,105.8,106.05,105.35,105.85,-0.3,273.0
0053,元大電子,8699.0,511190.0,58.8,59.15,58.55,59.15,-0.05,533.0
0055,元大MSCI金融,258873.0,5768090.0,22.45,22.45,22.22,22.36,-0.09,307.0
0056,元大高股息,12311076.0,341081958.0,27.73,27.79,27.57,27.78,0.06,11403.0
0057,富邦摩台,26768.0,2308147.0,86.55,86.85,86.1,86.85,0.1,748.0
0061,元大寶滬深,74005.0,1456728.0,19.69,19.75,19.67,19.69,0.0,1014.0
006203,元大MSCI台灣,6847.0,394304.0,57.6,57.85,57.6,57.85,0.05,972.0
006204,永豐臺灣加權,22014.0,1723858.0,78.35,78.35,78.35,78.35,0.0,422.0
006205,富邦上証,1271852.0,41899954.0,32.86,33.0,32.81,32.9,0.03,265.0
006206,元大上證50,56155.0,1773560.0,31.56,31.68,31.5,31.58,0.02,145.0
006207,FH滬深,26719.0,689806.0,25.85,25.85,25.79,25.79,0.03,64.0
006208,富邦台50,2767554.0,190407096.0,69.05,69.05,68.45,68.85,-0.2,4735.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,3066830.0,343027707.0,112.4,112.75,110.8,112.4,-0.1,1441.0
00632R,元大台灣50反1,99191081.0,531240525.0,5.36,5.39,5.34,5.35,0.01,3606.0
00633L,富邦上証正2,4973674.0,206442429.0,41.83,41.86,41.24,41.43,-0.21,1343.0
00634R,富邦上証反1,78000.0,338300.0,4.32,4.35,4.32,4.34,0.01,17.0
00635U,期元大S&P黃金,172762.0,4044696.0,23.45,23.45,23.38,23.41,0.0,110.0
00636,國泰中國A50,654617.0,14620616.0,22.3,22.4,22.24,22.27,0.0,851.0
00636K,國泰中國A50+U,200.0,1460.0,7.3,7.3,7.3,7.3,0.03,2.0
00637L,元大滬深300正2,51774575.0,845958907.0,16.45,16.47,16.22,16.32,-0.05,5293.0
00638R,元大滬深300反1,59010.0,537011.0,9.11,9.13,9.08,9.12,0.02,24.0
00639,富邦深100,668658.0,9005754.0,13.48,13.51,13.42,13.43,-0.05,264.0
00640L,富邦日本正2,33275.0,987571.0,29.83,29.89,29.6,29.7,-0.08,22.0
00641R,富邦日本反1,191025.0,1794465.0,9.39,9.42,9.36,9.42,0.01,51.0
00642U,期元大S&P石油,4907766.0,80625498.0,16.41,16.46,16.39,16.44,0.04,874.0
00643,群益深証中小,244326.0,3782957.0,15.44,15.53,15.44,15.44,-0.05,1012.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,48388.0,1282332.0,26.54,26.54,26.46,26.48,-0.16,532.0
00646,元大S&P500,869109.0,32508789.0,37.53,37.53,37.26,37.43,-0.29,684.0
00647L,元大S&P500正2,411214.0,21167649.0,51.8,51.8,51.2,51.4,-1.05,172.0
00648R,元大S&P500反1,3960262.0,29233298.0,7.37,7.41,7.36,7.4,0.08,189.0
