證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,21039325.0,2465027235.0,118.3,118.3,116.55,116.6,-1.55,50500.0
0051,元大中型100,71133.0,4022309.0,57.35,57.35,56.2,56.35,-1.0,271.0
0052,富邦科技,485085.0,48486678.0,101.25,101.25,99.2,99.3,-1.65,1206.0
0053,元大電子,6449.0,375122.0,58.5,58.6,58.0,58.0,-0.9,998.0
0055,元大MSCI金融,77309.0,1727955.0,22.36,22.45,22.25,22.26,-0.07,220.0
0056,元大高股息,60846403.0,1697337367.0,28.3,28.33,27.74,27.8,-0.47,47004.0
0057,富邦摩台,4742.0,403512.0,85.6,85.6,84.6,84.6,-1.15,984.0
0061,元大寶滬深,267360.0,5040725.0,19.05,19.07,18.72,18.72,-0.35,756.0
006203,元大MSCI台灣,31206.0,1754888.0,56.8,56.8,56.0,56.0,-1.3,515.0
006204,永豐臺灣加權,28794.0,2227990.0,77.5,77.5,77.35,77.35,-1.15,929.0
006205,富邦上証,1277574.0,40392910.0,31.75,31.81,31.49,31.5,-0.36,479.0
006206,元大上證50,577961.0,17265383.0,30.03,30.03,29.64,29.84,-0.18,1074.0
006207,復華滬深,275772.0,6806585.0,24.85,24.85,24.58,24.58,-0.37,1046.0
006208,富邦台50,10337913.0,701820978.0,68.45,68.45,67.55,67.6,-0.85,23050.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,5048868.0,563086650.0,113.85,113.85,110.05,110.2,-3.6,6641.0
00632R,元大台灣50反1,174941458.0,934201216.0,5.28,5.37,5.28,5.36,0.07,10234.0
00633L,富邦上証正2,9416537.0,350979285.0,37.47,37.67,36.98,37.19,-0.41,2182.0
00634R,富邦上証反1,540000.0,2442030.0,4.51,4.54,4.51,4.53,0.02,32.0
00635U,期元大S&P黃金,309304.0,7804574.0,25.25,25.28,25.17,25.19,0.17,153.0
00636,國泰中國A50,2536563.0,53668954.0,21.26,21.29,21.06,21.12,-0.14,1142.0
00636K,國泰中國A50+U,200.0,1384.0,6.92,6.92,6.92,6.92,-0.04,2.0
00637L,元大滬深300正2,77732462.0,1143759516.0,14.75,14.86,14.58,14.65,-0.18,8932.0
00638R,元大滬深300反1,411676.0,3932322.0,9.54,9.59,9.52,9.56,0.04,67.0
00639,富邦深100,1889444.0,23542668.0,12.63,12.63,12.39,12.4,-0.23,1624.0
00640L,富邦日本正2,283422.0,9015604.0,31.93,32.05,31.7,31.71,0.12,84.0
00641R,富邦日本反1,1202277.0,10873173.0,9.03,9.07,9.01,9.07,-0.02,243.0
00642U,期元大S&P石油,2306032.0,38413431.0,16.66,16.7,16.61,16.63,0.35,800.0
00643,群益深証中小,1111182.0,16121096.0,14.75,14.81,14.4,14.42,-0.37,414.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,55434.0,1527243.0,27.58,27.64,27.46,27.48,0.02,614.0
00646,元大S&P500,787233.0,30729226.0,39.0,39.13,38.98,38.98,-0.02,640.0
00647L,元大S&P500正2,280346.0,15651671.0,55.9,55.95,55.6,55.6,0.1,102.0
00648R,元大S&P500反1,7703300.0,54546963.0,7.07,7.09,7.06,7.08,-0.01,217.0
00650L,復華香港正2,8725024.0,112986539.0,13.17,13.24,12.76,12.76,-0.39,1490.0
00651R,復華香港反1,1548000.0,13111690.0,8.42,8.53,8.39,8.53,0.11,109.0
00652,富邦印度,250193.0,7293361.0,29.1,29.2,29.1,29.16,0.22,251.0
00653L,富邦印度正2,423503.0,17712866.0,41.96,41.96,41.67,41.86,0.54,144.0
00654R,富邦印度反1,153000.0,1239130.0,8.11,8.11,8.09,8.11,-0.06,27.0
00655L,國泰中國A50正2,3173186.0,83466644.0,26.38,26.58,26.05,26.22,-0.3,817.0
00656R,國泰中國A50反1,171000.0,1458900.0,8.53,8.56,8.5,8.55,0.05,24.0
00657,國泰日經225,106911.0,3670739.0,34.37,34.37,34.28,34.28,0.0,918.0
00657K,國泰日經225+U,200.0,2238.0,11.19,11.19,11.19,11.19,0.01,2.0
00660,元大歐洲50,5273.0,167354.0,31.9,31.9,31.75,31.85,-0.05,833.0
00661,元大日經225,14002.0,513184.0,36.66,36.79,36.66,36.68,0.02,880.0
00662,富邦NASDAQ,391996.0,19942912.0,50.95,51.15,50.85,50.85,-0.1,290.0
00663L,國泰臺灣加權正2,16056.0,1646211.0,104.5,104.5,101.8,101.8,-3.45,14.0
00664R,國泰臺灣加權反1,10644949.0,64193884.0,5.96,6.07,5.96,6.05,0.09,733.0
00665L,富邦恒生國企正2,36037676.0,284726979.0,8.08,8.09,7.76,7.76,-0.29,4196.0
00666R,富邦恒生國企反1,416000.0,6203370.0,14.74,15.0,14.7,15.0,0.26,51.0
00668,國泰美國道瓊,23343.0,878366.0,37.7,37.71,37.64,37.65,0.15,990.0
00668K,國泰美國道瓊+U,200.0,2456.0,12.28,12.28,12.28,12.28,0.04,2.0
00669R,國泰美國道瓊反1,9372246.0,74242281.0,7.91,7.93,7.9,7.93,-0.02,469.0
00670L,富邦NASDAQ正2,2453644.0,159008007.0,65.05,65.15,64.65,64.65,-0.4,602.0
00671R,富邦NASDAQ反1,17999912.0,101414345.0,5.62,5.65,5.61,5.65,0.02,607.0
00673R,期元大S&P原油反1,45956971.0,390212709.0,8.49,8.53,8.47,8.52,-0.18,2696.0
00674R,期元大S&P黃金反1,1442493.0,17176181.0,11.91,11.94,11.89,11.92,-0.1,194.0
00675L,富邦臺灣加權正2,1930176.0,86960489.0,46.02,46.03,44.49,44.52,-1.46,2054.0
00676R,富邦臺灣加權反1,9493110.0,31475226.0,3.28,3.34,3.27,3.33,0.05,563.0
00678,群益NBI生技,331411.0,8679965.0,26.37,26.37,26.19,26.19,-0.08,965.0
00680L,元大美債20正2,20778531.0,248008252.0,11.89,11.98,11.89,11.96,0.26,6960.0
00681R,元大美債20反1,208014.0,3718943.0,17.89,17.91,17.87,17.88,-0.19,23.0
00682U,期元大美元指數,95135.0,1921308.0,20.2,20.21,20.18,20.21,-0.1,44.0
00683L,期元大美元指正2,1464000.0,30465760.0,20.81,20.85,20.76,20.84,-0.2,407.0
00684R,期元大美元指反1,4100.0,66746.0,16.28,16.28,16.28,16.28,0.05,3.0
00685L,群益臺灣加權正2,522107.0,20944196.0,40.75,40.75,39.39,39.49,-1.19,207.0
00686R,群益臺灣加權反1,1931000.0,6909170.0,3.56,3.62,3.55,3.61,0.05,74.0
00688L,國泰20年美債正2,3848436.0,45667147.0,11.8,11.91,11.8,11.91,0.3,538.0
00689R,國泰20年美債反1,1000.0,18550.0,18.55,18.55,18.55,18.55,-0.18,1.0
00690,兆豐藍籌30,149316.0,4030165.0,27.26,27.26,26.84,26.84,-0.42,834.0
00692,富邦公司治理,3725423.0,109439698.0,29.66,29.68,29.2,29.26,-0.37,4925.0
00693U,期街口S&P黃豆,40000.0,1048180.0,26.23,26.23,26.19,26.2,-0.18,23.0
