證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,12613249.0,1487783616.0,118.4,118.7,117.45,117.6,0.1,16012.0
0051,元大中型100,36175.0,2012328.0,55.9,55.95,55.2,55.2,-0.45,164.0
0052,富邦科技,380568.0,39873467.0,105.2,105.4,104.2,104.3,0.1,477.0
0053,元大電子,13999.0,821243.0,58.65,58.8,58.4,58.6,0.25,1009.0
0055,元大MSCI金融,163887.0,3567627.0,21.77,21.83,21.7,21.7,-0.03,364.0
0056,元大高股息,20343991.0,565341516.0,27.81,27.92,27.66,27.66,0.0,16120.0
0057,富邦摩台,114999.0,9914543.0,85.5,88.1,85.5,85.6,0.5,1015.0
0061,元大寶滬深,61113.0,1165784.0,19.05,19.19,19.02,19.03,0.0,988.0
006203,元大MSCI台灣,5284.0,299594.0,56.8,57.15,56.45,56.45,-0.35,994.0
006204,永豐臺灣加權,27056.0,2094626.0,77.6,77.6,77.35,77.35,0.3,1023.0
006205,富邦上証,1378624.0,43914272.0,31.97,32.08,31.72,31.82,0.02,334.0
006206,元大上證50,59775.0,1814016.0,30.42,30.51,30.21,30.33,0.13,993.0
006207,FH滬深,189360.0,4740674.0,24.95,25.16,24.95,25.03,0.17,976.0
006208,富邦台50,2440451.0,166895237.0,68.5,68.7,68.0,68.0,0.0,4956.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,3042604.0,337086407.0,110.7,111.65,109.7,109.8,0.55,1679.0
00632R,元大台灣50反1,156634560.0,842154148.0,5.38,5.41,5.35,5.39,-0.02,6371.0
00633L,富邦上証正2,5254830.0,202675806.0,38.6,38.94,38.12,38.22,0.22,1401.0
00634R,富邦上証反1,575000.0,2577120.0,4.45,4.5,4.45,4.5,-0.01,28.0
00635U,期元大S&P黃金,578363.0,13996894.0,24.19,24.24,24.16,24.18,-0.01,233.0
00636,國泰中國A50,2420721.0,52054641.0,21.51,21.61,21.44,21.48,0.09,635.0
00636K,國泰中國A50+U,200.0,1404.0,7.02,7.02,7.02,7.02,0.01,2.0
00637L,元大滬深300正2,57369399.0,871457285.0,15.14,15.32,15.02,15.03,0.07,6710.0
00638R,元大滬深300反1,1596195.0,15030458.0,9.41,9.48,9.38,9.48,0.02,37.0
00639,富邦深100,1334774.0,17266147.0,12.85,13.01,12.85,12.92,0.08,1190.0
00640L,富邦日本正2,414245.0,11876771.0,28.56,28.81,28.53,28.53,0.37,111.0
00641R,富邦日本反1,789204.0,7498925.0,9.51,9.53,9.48,9.53,-0.06,105.0
00642U,期元大S&P石油,26692626.0,410458754.0,15.33,15.42,15.31,15.41,-0.28,5827.0
00643,群益深証中小,548989.0,8196474.0,14.91,15.01,14.91,14.94,0.12,182.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,51116.0,1336717.0,26.13,26.22,26.13,26.16,0.3,1016.0
00646,元大S&P500,1730196.0,64227328.0,36.83,37.17,36.83,37.12,0.41,745.0
00647L,元大S&P500正2,217918.0,11073844.0,50.65,51.0,50.65,50.8,1.35,130.0
00648R,元大S&P500反1,2317100.0,17174814.0,7.43,7.43,7.4,7.42,-0.09,254.0
00650L,FH香港正2,7638735.0,99216323.0,12.91,13.15,12.78,12.79,0.16,1226.0
00651R,FH香港反1,680000.0,5818460.0,8.5,8.62,8.48,8.6,-0.05,97.0
00652,富邦印度,276291.0,7784436.0,28.16,28.22,28.14,28.17,0.03,567.0
00653L,富邦印度正2,433588.0,17215913.0,40.08,40.08,39.48,39.5,0.11,251.0
00654R,富邦印度反1,280000.0,2335860.0,8.34,8.37,8.33,8.36,-0.04,41.0
00655L,國泰中國A50正2,1894100.0,51480660.0,27.3,27.51,26.92,26.99,0.16,558.0
00656R,國泰中國A50反1,639000.0,5391170.0,8.43,8.47,8.38,8.46,-0.02,30.0
00657,國泰日經225,104991.0,3400106.0,32.39,32.39,32.34,32.34,0.08,977.0
00657K,國泰日經225+U,200.0,2116.0,10.58,10.58,10.58,10.58,0.01,2.0
00660,元大歐洲50,11832.0,356508.0,30.2,30.22,30.2,30.2,0.5,1012.0
00661,元大日經225,2970.0,102391.0,34.74,34.74,34.67,34.67,0.0,971.0
00662,富邦NASDAQ,209740.0,10089673.0,47.95,48.24,47.95,48.1,0.9,252.0
00663L,國泰臺灣加權正2,4000.0,407050.0,101.9,101.9,101.35,101.35,0.75,3.0
00664R,國泰臺灣加權反1,7030178.0,42673580.0,6.07,6.1,6.04,6.1,-0.01,503.0
00665L,富邦恒生國企正2,26114158.0,205139954.0,7.82,7.97,7.75,7.77,0.17,2387.0
00666R,富邦恒生國企反1,416000.0,6279640.0,15.15,15.15,14.94,15.14,-0.16,49.0
00668,國泰美國道瓊,31598.0,1126535.0,35.59,35.74,35.59,35.71,0.28,954.0
00668K,國泰美國道瓊+U,200.0,2334.0,11.67,11.67,11.67,11.67,0.07,2.0
00669R,國泰美國道瓊反1,7649342.0,63388713.0,8.29,8.3,8.28,8.29,-0.05,543.0
00670L,富邦NASDAQ正2,3750806.0,219368672.0,58.25,58.85,58.25,58.35,2.05,1465.0
00671R,富邦NASDAQ反1,15300796.0,90852531.0,5.95,5.95,5.92,5.94,-0.11,849.0
00673R,期元大S&P原油反1,51667855.0,485355611.0,9.41,9.43,9.37,9.4,0.21,2964.0
00674R,期元大S&P黃金反1,270078.0,3361834.0,12.46,12.48,12.43,12.48,0.03,58.0
00675L,富邦臺灣加權正2,3398230.0,152003171.0,44.48,44.93,44.19,44.19,0.2,564.0
00676R,富邦臺灣加權反1,5762498.0,19212576.0,3.33,3.36,3.32,3.35,-0.01,438.0
00678,群益NBI生技,352293.0,8745597.0,24.65,24.84,24.65,24.83,0.03,595.0
