證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,15018299.0,1778354150.0,118.85,118.95,118.0,118.3,-1.9,36674.0
0051,元大中型100,58321.0,3285800.0,56.55,56.55,56.0,56.1,-1.0,266.0
0052,富邦科技,547515.0,57448418.0,105.6,105.6,104.65,104.9,-1.7,841.0
0053,元大電子,4097.0,239541.0,58.6,58.65,58.6,58.65,-1.35,1002.0
0055,元大MSCI金融,241454.0,5368178.0,22.45,22.45,22.15,22.19,-0.29,522.0
0056,元大高股息,41886499.0,1169191727.0,28.0,28.01,27.83,27.86,-0.38,34293.0
0057,富邦摩台,3089.0,265168.0,86.25,86.25,85.95,85.95,-1.8,1003.0
0061,元大寶滬深,184620.0,3507589.0,19.16,19.16,18.91,18.95,-0.26,879.0
006203,元大MSCI台灣,6921.0,395268.0,57.0,57.25,57.0,57.25,-1.25,920.0
006204,永豐臺灣加權,23570.0,1830686.0,77.7,77.7,77.7,77.7,-1.5,1010.0
006205,富邦上証,874190.0,27690834.0,31.86,31.9,31.61,31.72,-0.28,368.0
006206,元大上證50,103308.0,3106244.0,30.25,30.3,29.97,30.1,-0.31,1030.0
006207,FH滬深,68148.0,1693493.0,24.99,24.99,24.8,24.81,-0.24,986.0
006208,富邦台50,5684730.0,390002126.0,68.9,68.9,68.4,68.55,-1.0,15204.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,6675493.0,745647274.0,112.2,112.75,110.75,111.0,-4.0,5376.0
00632R,元大台灣50反1,249345880.0,1335776510.0,5.33,5.38,5.33,5.37,0.09,11547.0
00633L,富邦上証正2,8747630.0,335031981.0,38.31,38.93,38.02,38.36,-0.7,2463.0
00634R,富邦上証反1,476101.0,2149515.0,4.5,4.53,4.48,4.52,0.05,59.0
00635U,期元大S&P黃金,410236.0,9578247.0,23.38,23.41,23.31,23.32,0.15,160.0
00636,國泰中國A50,792551.0,16925366.0,21.39,21.52,21.23,21.38,-0.17,462.0
00636K,國泰中國A50+U,200.0,1376.0,6.88,6.88,6.88,6.88,-0.1,2.0
00637L,元大滬深300正2,82386295.0,1246027180.0,15.12,15.35,14.99,15.1,-0.28,11142.0
00638R,元大滬深300反1,746162.0,7075684.0,9.47,9.56,9.43,9.5,0.11,105.0
00639,富邦深100,751491.0,9663925.0,12.84,13.0,12.79,12.89,-0.11,1182.0
00640L,富邦日本正2,520464.0,16250579.0,31.22,31.39,30.8,30.87,-1.09,86.0
00641R,富邦日本反1,2919100.0,26841949.0,9.18,9.24,9.15,9.24,0.18,357.0
00642U,期元大S&P石油,11191002.0,179072259.0,16.07,16.09,15.94,15.96,-0.32,3309.0
00643,群益深証中小,574082.0,8547526.0,14.95,14.99,14.78,14.84,-0.17,607.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,36727.0,997213.0,27.25,27.25,27.05,27.07,-0.49,831.0
00646,元大S&P500,1652408.0,61762772.0,37.36,37.5,37.23,37.3,-0.77,1225.0
00647L,元大S&P500正2,571914.0,28865122.0,50.7,50.7,50.1,50.25,-2.6,303.0
00648R,元大S&P500反1,4576728.0,34290716.0,7.46,7.52,7.46,7.52,0.2,372.0
00650L,FH香港正2,22194301.0,288413461.0,13.24,13.24,12.8,12.8,-0.91,3121.0
00651R,FH香港反1,2102000.0,18130040.0,8.48,8.67,8.48,8.66,0.28,242.0
00652,富邦印度,291543.0,8434381.0,29.07,29.07,28.76,28.91,-0.39,828.0
00653L,富邦印度正2,1001565.0,41137839.0,41.67,41.67,40.5,40.96,-1.35,484.0
00654R,富邦印度反1,1058000.0,8742950.0,8.2,8.3,8.2,8.26,0.13,98.0
00655L,國泰中國A50正2,2831651.0,76466371.0,27.02,27.46,26.81,27.04,-0.54,863.0
00656R,國泰中國A50反1,421118.0,3581074.0,8.5,8.53,8.45,8.5,0.1,48.0
00657,國泰日經225,107465.0,3588115.0,33.42,33.42,33.38,33.38,-0.47,889.0
00657K,國泰日經225+U,200.0,2162.0,10.81,10.81,10.81,10.81,-0.16,2.0
00660,元大歐洲50,25404.0,772098.0,30.48,30.48,30.27,30.46,-0.4,969.0
00661,元大日經225,6031.0,215284.0,35.8,35.88,35.77,35.77,-0.37,1001.0
00662,富邦NASDAQ,673039.0,31974148.0,47.69,47.69,47.42,47.5,-0.98,683.0
00663L,國泰臺灣加權正2,30225.0,3123609.0,104.1,104.15,102.3,102.75,-3.75,20.0
00664R,國泰臺灣加權反1,12476108.0,75393703.0,6.03,6.07,6.01,6.06,0.11,935.0
00665L,富邦恒生國企正2,50932505.0,396410891.0,7.88,7.89,7.7,7.7,-0.57,5733.0
00666R,富邦恒生國企反1,610110.0,9316862.0,15.01,15.38,15.01,15.35,0.58,92.0
00668,國泰美國道瓊,57322.0,2064147.0,36.04,36.09,35.89,35.94,-0.74,728.0
00668K,國泰美國道瓊+U,200.0,2326.0,11.63,11.63,11.63,11.63,-0.26,2.0
00669R,國泰美國道瓊反1,24196404.0,201473582.0,8.3,8.36,8.3,8.35,0.2,1309.0
00670L,富邦NASDAQ正2,4646385.0,261300302.0,56.35,56.55,55.95,56.15,-2.55,2378.0
00671R,富邦NASDAQ反1,36127050.0,219301700.0,6.07,6.09,6.05,6.08,0.12,1133.0
00673R,期元大S&P原油反1,91622373.0,829011880.0,9.03,9.1,9.01,9.09,0.19,4719.0
00674R,期元大S&P黃金反1,314900.0,4078800.0,12.93,12.97,12.92,12.96,-0.11,85.0
00675L,富邦臺灣加權正2,1480553.0,66550522.0,45.28,45.37,44.57,44.74,-1.62,1391.0
00676R,富邦臺灣加權反1,10894293.0,36238999.0,3.31,3.34,3.31,3.33,0.06,586.0
00678,群益NBI生技,371812.0,9114534.0,24.44,24.63,24.44,24.55,-0.59,917.0
00680L,元大美債20正2,20571901.0,237017849.0,11.43,11.63,11.41,11.61,0.45,2638.0
00681R,元大美債20反1,655445.0,12050201.0,18.43,18.47,18.29,18.32,-0.38,125.0
00682U,期元大美元指數,198047.0,4145984.0,20.9,20.95,20.9,20.95,-0.03,54.0
00683L,期元大美元指正2,1925344.0,43179480.0,22.4,22.5,22.36,22.47,-0.1,475.0
00684R,期元大美元指反1,2000.0,31620.0,15.87,15.87,15.75,15.75,0.05,2.0
00685L,群益臺灣加權正2,240250.0,9543911.0,40.09,40.17,39.41,39.61,-1.44,174.0
00686R,群益臺灣加權反1,595010.0,2140625.0,3.59,3.61,3.58,3.61,0.06,52.0
00688L,國泰20年美債正2,2900000.0,33180890.0,11.34,11.54,11.32,11.51,0.46,462.0
00689R,國泰20年美債反1,356000.0,6777520.0,19.17,19.17,18.98,18.99,-0.37,24.0
00690,兆豐藍籌30,188193.0,5157577.0,27.68,27.68,27.32,27.4,-0.43,836.0
00692,富邦公司治理,3167674.0,93243246.0,29.57,29.57,29.36,29.43,-0.42,3659.0
00693U,期街口S&P黃豆,67398.0,1820011.0,27.05,27.05,27.0,27.04,-0.18,23.0
00700,富邦恒生國企,364392.0,4547369.0,12.88,12.88,12.4,12.42,-0.48,821.0
00701,國泰股利精選30,2849362.0,63717574.0,22.48,22.48,22.32,22.35,-0.16,1616.0
00702,國泰標普低波高息,95404.0,1985249.0,21.0,21.0,20.77,20.8,-0.35,1036.0
00703,台新MSCI中國,169330.0,2638335.0,15.75,15.75,15.53,15.6,-0.55,52.0
00706L,期元大S&P日圓正2,3830301.0,36337870.0,9.52,9.54,9.4,9.46,0.05,428.0
00707R,期元大S&P日圓反1,25000.0,616320.0,24.52,24.68,24.52,24.68,-0.06,3.0
00708L,期元大S&P黃金正2,643544.0,15722508.0,24.5,24.5,24.36,24.37,0.35,268.0
00709,富邦歐洲,57153.0,1352511.0,23.7,23.7,23.64,23.66,-0.35,1000.0
00710B,FH彭博非投等債,226226.0,4067509.0,17.98,17.99,17.96,17.98,-0.01,84.0
00711B,FH彭博新興債,384789.0,6171102.0,16.0,16.06,16.0,16.06,0.12,542.0
00712,FH富時不動產,32618945.0,328742880.0,10.05,10.17,9.92,10.13,-0.11,12127.0
