證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,3255113.0,392661248.0,120.65,121.05,120.15,120.6,0.2,4859.0
0051,元大中型100,26712.0,1522243.0,56.7,57.25,56.7,56.8,-0.1,189.0
0052,富邦科技,194689.0,21001543.0,108.9,108.9,107.4,108.1,0.45,350.0
0053,元大電子,5143.0,309408.0,60.4,60.4,60.25,60.4,0.05,1006.0
0055,元大MSCI金融,124594.0,2726290.0,21.79,21.95,21.79,21.89,0.05,240.0
0056,元大高股息,12298079.0,345690283.0,28.06,28.23,28.05,28.15,0.09,6898.0
0057,富邦摩台,3039.0,265054.0,87.65,87.65,87.55,87.55,0.25,1002.0
0061,元大寶滬深,57601.0,1094108.0,19.0,19.15,19.0,19.01,0.01,850.0
006203,元大MSCI台灣,3451.0,200378.0,58.3,58.35,58.3,58.35,0.15,1008.0
006204,永豐臺灣加權,23128.0,1822995.0,79.15,79.15,78.75,78.85,0.2,999.0
006205,富邦上証,1030717.0,32660088.0,31.77,31.9,31.52,31.68,0.06,323.0
006206,元大上證50,63581.0,1909853.0,30.18,30.18,30.0,30.05,0.02,934.0
006207,FH滬深,42986.0,1073448.0,25.18,25.18,24.97,25.01,0.05,1010.0
006208,富邦台50,1792378.0,124869927.0,69.8,70.0,69.45,69.8,0.2,2327.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2422338.0,279203649.0,115.65,116.15,114.3,115.45,0.95,1791.0
00632R,元大台灣50反1,113604488.0,598246128.0,5.27,5.29,5.24,5.27,-0.01,3955.0
00633L,富邦上証正2,8985710.0,347880074.0,38.55,39.13,38.35,38.39,0.22,2001.0
00634R,富邦上証反1,850000.0,3777370.0,4.45,4.47,4.41,4.47,0.01,27.0
00635U,期元大S&P黃金,250806.0,6264788.0,25.02,25.02,24.94,24.95,0.09,121.0
00636,國泰中國A50,466988.0,10035858.0,21.49,21.62,21.42,21.44,0.07,1067.0
00636K,國泰中國A50+U,200.0,1414.0,7.07,7.07,7.07,7.07,0.05,2.0
00637L,元大滬深300正2,76569155.0,1167240233.0,15.18,15.41,15.1,15.12,0.1,8803.0
00638R,元大滬深300反1,371000.0,3478090.0,9.33,9.4,9.3,9.4,-0.01,22.0
00639,富邦深100,570900.0,7420102.0,12.97,13.06,12.97,12.99,0.03,512.0
00640L,富邦日本正2,253250.0,7375291.0,29.04,29.38,29.0,29.35,0.57,116.0
00641R,富邦日本反1,485000.0,4562780.0,9.42,9.44,9.38,9.38,-0.11,83.0
00642U,期元大S&P石油,12752607.0,198009346.0,15.51,15.57,15.49,15.52,0.21,2239.0
00643,群益深証中小,281710.0,4253110.0,15.03,15.27,15.03,15.16,0.07,755.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,41946.0,1104892.0,26.3,26.41,26.3,26.41,0.28,427.0
00646,元大S&P500,594802.0,22333179.0,37.5,37.62,37.5,37.61,0.15,373.0
00647L,元大S&P500正2,169656.0,8870717.0,52.15,52.45,52.15,52.4,0.3,66.0
00648R,元大S&P500反1,1300000.0,9463000.0,7.29,7.29,7.27,7.28,-0.02,78.0
00650L,FH香港正2,17479531.0,240045343.0,13.6,14.08,13.55,13.63,0.59,2458.0
00651R,FH香港反1,922000.0,7569720.0,8.28,8.28,8.11,8.24,-0.21,170.0
00652,富邦印度,72418.0,2013213.0,27.76,27.88,27.76,27.84,0.08,1145.0
00653L,富邦印度正2,173438.0,6731121.0,38.62,39.03,38.62,38.89,0.29,119.0
00654R,富邦印度反1,148000.0,1246210.0,8.44,8.44,8.41,8.42,-0.02,9.0
00655L,國泰中國A50正2,2746180.0,75174441.0,27.32,27.7,27.13,27.15,0.12,744.0
00656R,國泰中國A50反1,546000.0,4560080.0,8.35,8.38,8.3,8.38,-0.02,26.0
00657,國泰日經225,120000.0,3957900.0,32.88,33.02,32.88,33.02,0.27,7.0
00657K,國泰日經225+U,200.0,2168.0,10.84,10.84,10.84,10.84,0.09,2.0
00660,元大歐洲50,3958.0,119620.0,30.3,30.3,30.28,30.28,0.02,960.0
00661,元大日經225,2158.0,74875.0,35.26,35.26,35.26,35.26,0.36,960.0
00662,富邦NASDAQ,1051700.0,52222042.0,49.56,49.73,49.51,49.71,0.03,453.0
00663L,國泰臺灣加權正2,31.0,2938.0,,,,,0.0,2.0
00664R,國泰臺灣加權反1,4604407.0,27356752.0,5.93,5.97,5.92,5.94,-0.02,510.0
00665L,富邦恒生國企正2,56631681.0,486370645.0,8.49,8.81,8.45,8.52,0.46,4940.0
00666R,富邦恒生國企反1,312000.0,4449570.0,14.33,14.4,14.05,14.31,-0.37,96.0
00668,國泰美國道瓊,14102.0,506096.0,35.91,35.98,35.91,35.98,0.18,918.0
00668K,國泰美國道瓊+U,200.0,2364.0,11.82,11.82,11.82,11.82,0.01,2.0
00669R,國泰美國道瓊反1,5045100.0,41356288.0,8.19,8.2,8.19,8.19,-0.02,221.0
00670L,富邦NASDAQ正2,1408835.0,88153133.0,62.55,62.7,62.4,62.7,0.05,609.0
00671R,富邦NASDAQ反1,8402162.0,48065855.0,5.73,5.73,5.71,5.72,0.0,1041.0
00673R,期元大S&P原油反1,20866093.0,191593476.0,9.19,9.21,9.15,9.2,-0.1,1604.0
00674R,期元大S&P黃金反1,822126.0,9905855.0,12.03,12.07,12.02,12.07,-0.03,138.0
00675L,富邦臺灣加權正2,467275.0,21706051.0,46.55,46.73,46.08,46.46,0.31,318.0
00676R,富邦臺灣加權反1,2866669.0,9367393.0,3.27,3.28,3.25,3.26,-0.01,198.0
00678,群益NBI生技,308151.0,7650383.0,24.79,24.83,24.79,24.8,0.04,928.0
00680L,元大美債20正2,15749434.0,184503336.0,11.74,11.78,11.68,11.77,-0.06,2780.0
00681R,元大美債20反1,260013.0,4691773.0,18.0,18.08,18.0,18.02,0.08,47.0
00682U,期元大美元指數,291038.0,5936105.0,20.31,20.41,20.31,20.4,0.04,23.0
00683L,期元大美元指正2,1157000.0,24556090.0,21.26,21.27,21.19,21.27,0.01,164.0
00684R,期元大美元指反1,,,,,,,0.0,
00685L,群益臺灣加權正2,71500.0,2942435.0,41.27,41.47,40.91,41.05,0.14,29.0
00686R,群益臺灣加權反1,690000.0,2439230.0,3.54,3.55,3.53,3.55,0.0,16.0
00688L,國泰20年美債正2,3197000.0,37215170.0,11.64,11.7,11.6,11.7,-0.06,516.0
00689R,國泰20年美債反1,22000.0,412080.0,18.69,18.75,18.69,18.74,0.13,4.0
00690,兆豐藍籌30,114493.0,3170059.0,27.72,27.72,27.67,27.69,-0.08,649.0
00692,富邦公司治理,1292577.0,38764616.0,30.01,30.1,29.89,30.03,0.1,923.0
00693U,期街口S&P黃豆,71322.0,1862486.0,26.11,26.17,26.09,26.1,0.36,40.0
00700,富邦恒生國企,414867.0,5436593.0,12.77,13.2,12.77,13.05,0.38,978.0
00701,國泰股利精選30,581437.0,13181102.0,22.64,22.7,22.63,22.69,0.05,437.0
00702,國泰標普低波高息,115224.0,2311723.0,20.06,20.08,20.06,20.06,0.08,932.0
00703,台新MSCI中國,56188.0,914081.0,15.85,16.4,15.85,16.33,0.49,988.0
00706L,期元大S&P日圓正2,2775552.0,27978849.0,10.13,10.13,10.04,10.06,-0.15,318.0
00707R,期元大S&P日圓反1,21000.0,497400.0,23.64,23.7,23.64,23.7,0.22,7.0
00708L,期元大S&P黃金正2,1041502.0,29046422.0,27.95,27.98,27.81,27.84,0.19,175.0
00709,富邦歐洲,35184.0,834585.0,23.77,23.77,23.67,23.67,0.12,1006.0
00710B,FH彭博非投等債,289054.0,5015833.0,17.35,17.37,17.34,17.37,0.02,109.0
00711B,FH彭博新興債,238152.0,3778747.0,15.88,15.88,15.85,15.87,-0.01,825.0
00712,FH富時不動產,5024127.0,48421915.0,9.63,9.65,9.63,9.65,0.02,2424.0
00713,元大台灣高息低波,5255434.0,208751403.0,39.71,39.83,39.64,39.73,0.02,3752.0
00714,群益道瓊美國地產,410422.0,7143366.0,17.41,17.43,17.36,17.43,-0.01,239.0
00715L,期街口布蘭特正2,73405306.0,955539344.0,13.02,13.08,12.94,13.0,0.35,6993.0
00717,富邦美國特別股,123965.0,1755337.0,14.14,14.18,14.14,14.17,0.03,886.0
00728,第一金工業30,175094.0,4140051.0,23.77,23.77,23.54,23.68,0.07,520.0
00730,富邦臺灣優質高息,162035.0,3040301.0,18.84,18.84,18.66,18.72,0.0,172.0
00731,FH富時高息低波,1146934.0,64478234.0,56.2,56.3,56.15,56.25,0.25,146.0
00732,國泰RMB短期報酬,,,,,,,0.0,
00733,富邦臺灣中小,90369.0,3295066.0,36.47,36.56,36.33,36.38,0.28,154.0
00735,國泰臺韓科技,103098.0,2746957.0,26.65,26.67,26.65,26.67,-0.03,1002.0
00736,國泰新興市場,102695.0,1955706.0,19.05,19.12,19.05,19.12,0.12,1004.0
00737,國泰AI+Robo,19916.0,534733.0,26.9,26.9,26.86,26.89,0.08,889.0
00738U,期元大道瓊白銀,351276.0,8052213.0,22.99,22.99,22.88,22.9,0.21,116.0
00739,元大MSCI A股,16895.0,394049.0,23.47,23.47,23.27,23.43,0.16,953.0
00752,中信中國50,4440277.0,83975038.0,18.75,19.11,18.75,18.85,0.55,1150.0
00753L,中信中國50正2,25606663.0,289526395.0,11.18,11.58,11.16,11.21,0.45,4314.0
00757,統一FANG+,464720.0,20048761.0,43.1,43.22,43.09,43.21,-0.17,382.0
00762,元大全球AI,208256.0,7380712.0,35.46,35.5,35.4,35.5,-0.28,159.0
00763U,期街口道瓊銅,16000.0,412560.0,25.81,25.85,25.66,25.66,-0.21,12.0
00770,國泰北美科技,296270.0,8303050.0,28.08,28.08,28.0,28.03,-0.05,248.0
00771,元大US高息特別股,60391.0,945068.0,15.63,15.7,15.6,15.69,-0.02,534.0
00775B,新光投等債15+,2147.0,70413.0,33.27,33.27,33.27,33.27,-0.01,939.0
00783,富邦中証500,411011.0,8717841.0,21.23,21.25,21.11,21.21,-0.06,25.0
00830,國泰費城半導體,1703559.0,46303691.0,27.12,27.22,27.11,27.22,-0.04,813.0
00850,元大臺灣ESG永續,677346.0,21084251.0,31.17,31.29,31.06,31.22,0.07,302.0
00851,台新全球AI,40043.0,1052367.0,26.27,26.33,26.18,26.33,0.06,972.0
00852L,國泰美國道瓊正2,733359.0,13164464.0,17.93,17.99,17.93,17.98,0.07,112.0
00861,元大全球未來通訊,109032.0,3056835.0,28.1,28.1,28.02,28.07,-0.07,106.0
00865B,國泰US短期公債,102281.0,4121156.0,40.3,40.3,40.3,40.3,0.09,1001.0
00875,國泰網路資安,181341.0,4556243.0,25.11,25.15,25.1,25.14,0.08,89.0
00876,元大全球5G,242841.0,6628021.0,27.31,27.36,27.18,27.35,-0.07,208.0
00878,國泰永續高股息,29421390.0,505989603.0,17.16,17.24,17.16,17.2,0.04,10802.0
00881,國泰台灣5G+,5615224.0,85085674.0,15.16,15.25,15.09,15.17,0.01,1792.0
00882,中信中國高股息,16356867.0,194578087.0,11.92,12.0,11.84,11.86,0.0,4656.0
00885,富邦越南,14303842.0,159868432.0,11.2,11.21,11.16,11.17,-0.05,2420.0
00891,中信關鍵半導體,7991673.0,105678732.0,13.35,13.39,13.11,13.21,-0.09,2845.0
00892,富邦台灣半導體,4322947.0,52026863.0,12.2,12.21,11.95,12.03,-0.1,1292.0
00893,國泰智能電動車,6195646.0,85375270.0,13.75,13.81,13.73,13.8,0.05,1594.0
00894,中信小資高價30,514036.0,7068820.0,13.86,13.9,13.64,13.76,-0.02,236.0
00895,富邦未來車,1524694.0,22455856.0,14.72,14.75,14.71,14.75,0.03,398.0
00896,中信綠能及電動車,935325.0,13505357.0,14.43,14.5,14.38,14.45,0.02,377.0
00897,富邦基因免疫生技,1220173.0,8945995.0,7.34,7.35,7.32,7.34,-0.02,240.0
00898,國泰基因免疫革命,477175.0,3364366.0,7.06,7.07,7.04,7.06,-0.01,176.0
00899,FT潔淨能源,320748.0,6754806.0,20.74,21.12,20.7,21.12,0.25,141.0
00900,富邦特選高股息30,6342466.0,73368880.0,11.64,11.66,11.51,11.56,-0.05,2930.0
00901,永豐智能車供應鏈,317253.0,4143502.0,13.09,13.13,13.0,13.08,0.05,175.0
00902,中信電池及儲能,2025939.0,25035701.0,12.3,12.41,12.3,12.34,0.09,917.0
00903,富邦元宇宙,1748961.0,16918193.0,9.7,9.7,9.65,9.68,-0.04,324.0
00904,新光臺灣半導體30,345226.0,4300337.0,12.55,12.58,12.35,12.42,-0.11,212.0
00905,FT臺灣Smart,1452934.0,13145407.0,9.07,9.09,9.01,9.05,0.01,546.0
00906,大華元宇宙科技50,26000.0,273420.0,10.53,10.54,10.5,10.54,0.0,7.0
00907,永豐優息存股,985692.0,14244118.0,14.42,14.49,14.42,14.46,0.06,368.0
00908,富邦入息REITs+,1635041.0,19031967.0,11.61,11.65,11.61,11.64,0.04,328.0
00909,國泰數位支付服務,234280.0,3832187.0,16.35,16.38,16.34,16.38,0.01,94.0
00910,第一金太空衛星,228685.0,3443082.0,15.03,15.08,15.03,15.08,0.13,154.0
00911,兆豐洲際半導體,181060.0,3103104.0,17.13,17.17,17.11,17.17,-0.03,60.0
00912,中信臺灣智慧50,614852.0,9157788.0,14.94,14.98,14.82,14.89,-0.01,279.0
00913,兆豐台灣晶圓製造,138000.0,2309730.0,16.89,16.89,16.67,16.67,-0.15,16.0
00915,凱基優選高股息30,385628.0,6257105.0,16.16,16.28,16.16,16.24,0.08,210.0
00916,國泰全球品牌50,481346.0,7387515.0,15.35,15.37,15.33,15.37,0.02,215.0
00917,中信特選金融,613803.0,8797859.0,14.3,14.38,14.3,14.38,0.11,224.0
00918,大華優利高填息30,122507.0,2054002.0,16.81,16.83,16.73,16.76,-0.05,51.0
00919,群益台灣精選高息,1282413.0,23985390.0,18.8,18.82,18.61,18.68,-0.06,1346.0
00920,富邦ESG綠色電力,238447.0,3874881.0,16.23,16.26,16.23,16.26,0.05,81.0
00921,兆豐龍頭等權重,110572.0,1725500.0,15.62,15.68,15.56,15.65,0.04,123.0
00922,國泰台灣領袖50,13383341.0,199007994.0,14.92,14.93,14.81,14.87,-0.01,6146.0
00923,群益台灣ESG低碳,2888530.0,43234024.0,15.01,15.04,14.91,14.99,0.03,1878.0
01001T,土銀富邦R1,10000.0,156000.0,15.6,15.6,15.6,15.6,0.08,1.0
01002T,土銀國泰R1,3000.0,52890.0,17.69,17.69,17.6,17.6,-0.1,3.0
01003T,兆豐新光R1,25000.0,511650.0,20.45,20.47,20.45,20.47,0.0,21.0
01004T,土銀富邦R2,5000.0,73020.0,14.5,15.0,14.5,14.5,-0.5,4.0
01007T,兆豐國泰R2,,,,,,,0.0,
01009T,王道圓滿R1,3000.0,25080.0,8.36,8.36,8.36,8.36,-0.09,1.0
01010T,京城樂富R1,4000.0,40120.0,10.06,10.06,10.0,10.06,0.0,3.0
020000,富邦特選蘋果N,,,,,,,0.0,
020002,元富新中國N,2000.0,26760.0,13.38,13.38,13.38,13.38,0.37,1.0
020007,凱基臺灣500N,,,,,,,0.0,
020011,統一微波高息20N,,,,,,,0.0,
020012,富邦行動通訊N,2000.0,14120.0,7.06,7.06,7.06,7.06,0.0,1.0
020015,統一MSCI美低波N,,,,,,,0.0,
020016,統一MSCI美科技N,,,,,,,0.0,
020018,統一價值成長30N,1000.0,16010.0,16.01,16.01,16.01,16.01,-0.29,1.0
020019,統一特選台灣5GN,1000.0,13030.0,13.03,13.03,13.03,13.03,0.0,1.0
02001L,富邦蘋果正二N,,,,,,,0.0,
