證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,4652271.0,544828139.0,117.35,117.35,116.8,117.2,-0.5,13074.0
0051,元大中型100,31063.0,1794331.0,57.9,57.9,57.65,57.75,-0.15,162.0
0052,富邦科技,194764.0,19521381.0,100.3,100.4,99.95,100.25,-0.45,334.0
0053,元大電子,5136.0,300072.0,58.6,58.6,58.55,58.55,-0.2,964.0
0055,元大MSCI金融,93699.0,2096569.0,22.4,22.4,22.33,22.38,-0.01,239.0
0056,元大高股息,11700143.0,331715503.0,28.38,28.42,28.28,28.42,-0.02,9788.0
0057,富邦摩台,5989.0,508981.0,85.2,85.2,85.05,85.05,-0.3,973.0
0061,元大寶滬深,111663.0,2123864.0,19.1,19.1,18.96,18.96,-0.14,557.0
006203,元大MSCI台灣,3478.0,196927.0,56.8,56.8,56.75,56.75,-0.05,779.0
006204,永豐臺灣加權,23620.0,1852171.0,78.5,78.5,78.45,78.45,-0.25,973.0
006205,富邦上証,859402.0,27420878.0,32.19,32.22,31.87,31.92,-0.23,133.0
006206,元大上證50,20690.0,622177.0,30.05,30.16,30.04,30.16,-0.18,531.0
006207,復華滬深,104594.0,2622988.0,25.15,25.26,25.0,25.05,-0.16,959.0
006208,富邦台50,3721688.0,252354518.0,67.85,67.95,67.6,67.85,-0.2,7409.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2160876.0,243255234.0,112.5,113.0,112.15,112.65,-1.1,1869.0
00632R,元大台灣50反1,74901078.0,397468996.0,5.31,5.32,5.29,5.3,0.02,2727.0
00633L,富邦上証正2,4756916.0,181697021.0,38.43,38.51,37.95,38.01,-0.81,1233.0
00634R,富邦上証反1,70000.0,313540.0,4.46,4.49,4.46,4.49,0.05,23.0
00635U,期元大S&P黃金,669466.0,17061407.0,25.47,25.5,25.46,25.47,0.38,267.0
00636,國泰中國A50,3645309.0,78240070.0,21.57,21.58,21.4,21.5,-0.11,733.0
00636K,國泰中國A50+U,200.0,1394.0,6.97,6.97,6.97,6.97,-0.05,2.0
00637L,元大滬深300正2,47585934.0,716438994.0,15.16,15.18,14.96,14.99,-0.31,6081.0
00638R,元大滬深300反1,73000.0,692030.0,9.45,9.5,9.45,9.47,0.08,16.0
00639,富邦深100,941844.0,11884004.0,12.66,12.66,12.58,12.64,-0.05,480.0
00640L,富邦日本正2,317053.0,10214899.0,32.18,32.26,32.18,32.19,-0.51,63.0
00641R,富邦日本反1,429066.0,3853404.0,8.97,8.99,8.97,8.99,0.07,109.0
00642U,期元大S&P石油,26182620.0,397030388.0,15.2,15.22,15.14,15.15,-0.88,6142.0
00643,群益深証中小,456796.0,6722602.0,14.77,14.8,14.67,14.68,-0.09,1046.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,56569.0,1567094.0,27.78,27.78,27.69,27.69,-0.21,143.0
00646,元大S&P500,619898.0,24290991.0,39.24,39.24,39.16,39.2,-0.37,489.0
00647L,元大S&P500正2,101315.0,5645637.0,55.8,55.8,55.6,55.8,-1.15,72.0
00648R,元大S&P500反1,2116000.0,14985710.0,7.08,7.09,7.08,7.08,0.05,123.0
00650L,復華香港正2,12724721.0,163387010.0,13.01,13.02,12.73,12.79,-0.56,2131.0
00651R,復華香港反1,1439050.0,12252327.0,8.49,8.55,8.48,8.53,0.18,81.0
00652,富邦印度,354139.0,10542771.0,29.99,29.99,29.72,29.76,-0.17,242.0
00653L,富邦印度正2,436022.0,18862407.0,43.4,43.42,43.15,43.39,-0.3,170.0
00654R,富邦印度反1,101000.0,804850.0,7.96,7.98,7.96,7.97,0.04,20.0
00655L,國泰中國A50正2,1589455.0,42711265.0,27.01,27.07,26.7,26.78,-0.57,512.0
00656R,國泰中國A50反1,308000.0,2598400.0,8.41,8.45,8.41,8.43,0.07,25.0
00657,國泰日經225,144730.0,4985050.0,34.46,34.47,34.44,34.44,-0.34,736.0
00657K,國泰日經225+U,200.0,2240.0,11.2,11.2,11.2,11.2,-0.11,2.0
00660,元大歐洲50,3386.0,106304.0,31.32,31.36,31.32,31.36,-0.37,544.0
00661,元大日經225,3944.0,144829.0,36.98,36.98,36.92,36.92,-0.4,942.0
00662,富邦NASDAQ,1251153.0,64705406.0,52.0,52.0,51.65,51.7,-0.6,603.0
00663L,國泰臺灣加權正2,2000.0,208350.0,103.95,104.4,103.95,104.4,-0.8,2.0
00664R,國泰臺灣加權反1,6749780.0,40420485.0,5.99,6.0,5.98,6.0,0.03,241.0
00665L,富邦恒生國企正2,45769510.0,355212789.0,7.89,7.91,7.68,7.68,-0.42,5429.0
00666R,富邦恒生國企反1,162000.0,2440400.0,15.09,15.1,14.97,15.06,0.27,37.0
