證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,2550129.0,300346321.0,117.7,118.05,117.4,117.8,0.3,7918.0
0051,元大中型100,18673.0,1080904.0,57.9,57.9,57.75,57.85,-0.05,157.0
0052,富邦科技,112073.0,11294806.0,100.5,101.2,100.5,100.75,0.1,273.0
0053,元大電子,2992.0,175086.0,58.7,58.85,58.7,58.85,0.15,992.0
0055,元大MSCI金融,138897.0,3118730.0,22.45,22.5,22.4,22.47,0.04,260.0
0056,元大高股息,8817163.0,250962228.0,28.45,28.49,28.43,28.47,0.02,7172.0
0057,富邦摩台,3883.0,330422.0,85.7,85.7,85.2,85.35,0.0,886.0
0061,元大寶滬深,70518.0,1347423.0,19.19,19.22,18.98,19.13,0.07,814.0
006203,元大MSCI台灣,2335.0,132126.0,56.95,56.95,56.95,56.95,0.2,952.0
006204,永豐臺灣加權,23134.0,1821063.0,78.7,78.75,78.7,78.75,0.05,1006.0
006205,富邦上証,1543468.0,49905745.0,32.4,32.56,32.18,32.33,-0.07,213.0
006206,元大上證50,9917.0,303138.0,30.72,30.72,30.43,30.61,-0.09,848.0
006207,復華滬深,56788.0,1428478.0,25.33,25.33,25.11,25.11,-0.15,967.0
006208,富邦台50,1817661.0,123834254.0,68.05,68.3,67.95,68.2,0.25,4359.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2260238.0,257045692.0,113.85,114.45,112.85,113.7,0.35,1482.0
00632R,元大台灣50反1,70174418.0,370380531.0,5.27,5.3,5.26,5.28,0.0,2772.0
00633L,富邦上証正2,4210001.0,164733816.0,39.0,39.57,38.67,39.07,0.07,1272.0
00634R,富邦上証反1,1097000.0,4831040.0,4.4,4.42,4.39,4.42,-0.01,16.0
00635U,期元大S&P黃金,806256.0,20862257.0,25.86,25.93,25.83,25.84,0.02,349.0
00636,國泰中國A50,1258151.0,27307475.0,21.8,21.8,21.57,21.68,-0.06,248.0
00636K,國泰中國A50+U,200.0,1418.0,7.09,7.09,7.09,7.09,0.01,2.0
00637L,元大滬深300正2,47769685.0,737320249.0,15.39,15.59,15.24,15.39,0.05,6434.0
00638R,元大滬深300反1,714838.0,6640916.0,9.31,9.36,9.26,9.31,-0.04,39.0
00639,富邦深100,2051846.0,25688845.0,12.65,12.65,12.43,12.53,-0.08,1292.0
00640L,富邦日本正2,130000.0,4132390.0,31.74,31.85,31.74,31.77,0.02,29.0
00641R,富邦日本反1,282100.0,2543240.0,9.02,9.02,9.0,9.02,0.01,46.0
00642U,期元大S&P石油,15171780.0,221190450.0,14.54,14.65,14.52,14.64,0.03,3317.0
00643,群益深証中小,406000.0,5948770.0,14.86,14.86,14.52,14.6,-0.15,67.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,31369.0,862898.0,27.56,27.56,27.51,27.56,0.0,950.0
00646,元大S&P500,356373.0,13777732.0,38.69,38.69,38.63,38.68,-0.24,526.0
00647L,元大S&P500正2,268313.0,14566158.0,54.3,54.35,54.15,54.3,-0.7,115.0
00648R,元大S&P500反1,2638200.0,18880350.0,7.16,7.17,7.15,7.15,0.03,151.0
00650L,復華香港正2,7885945.0,105972277.0,13.26,13.58,13.26,13.42,0.22,1084.0
00651R,復華香港反1,783025.0,6493647.0,8.32,8.34,8.25,8.3,-0.09,89.0
00652,富邦印度,130810.0,3898393.0,29.75,29.85,29.75,29.81,0.12,572.0
00653L,富邦印度正2,347152.0,15142879.0,43.7,43.79,43.36,43.72,0.27,169.0
00654R,富邦印度反1,131000.0,1037390.0,7.93,7.94,7.91,7.92,-0.03,25.0
00655L,國泰中國A50正2,2043410.0,56475935.0,27.48,27.91,27.28,27.57,0.11,490.0
00656R,國泰中國A50反1,294050.0,2437334.0,8.3,8.35,8.27,8.3,-0.05,30.0
00657,國泰日經225,101000.0,3473400.0,34.39,34.4,34.39,34.4,-0.04,3.0
00657K,國泰日經225+U,200.0,2244.0,11.22,11.22,11.22,11.22,0.01,2.0
00660,元大歐洲50,1200.0,37891.0,31.59,31.59,31.59,31.59,0.0,4.0
00661,元大日經225,1048.0,37729.0,,,,,0.0,998.0
00662,富邦NASDAQ,727866.0,37404016.0,51.6,51.6,51.3,51.4,-0.25,375.0
00663L,國泰臺灣加權正2,4000.0,420800.0,105.65,105.65,104.95,105.2,0.2,4.0
00664R,國泰臺灣加權反1,3477058.0,20713276.0,5.95,5.98,5.94,5.96,-0.01,247.0
00665L,富邦恒生國企正2,40066276.0,330283720.0,8.09,8.34,8.09,8.27,0.24,3497.0
00666R,富邦恒生國企反1,181000.0,2621090.0,14.51,14.56,14.41,14.48,-0.23,29.0
00668,國泰美國道瓊,17769.0,655710.0,36.98,36.98,36.92,36.95,-0.31,1005.0
00668K,國泰美國道瓊+U,200.0,2412.0,12.06,12.06,12.06,12.06,-0.07,2.0
00669R,國泰美國道瓊反1,8593332.0,69261810.0,8.06,8.07,8.05,8.05,0.04,537.0
00670L,富邦NASDAQ正2,1389976.0,91261263.0,65.7,65.75,65.55,65.7,-0.6,632.0
00671R,富邦NASDAQ反1,6173400.0,34397989.0,5.58,5.58,5.57,5.57,0.01,246.0
00673R,期元大S&P原油反1,38900626.0,375090471.0,9.69,9.69,9.6,9.61,-0.03,1473.0
00674R,期元大S&P黃金反1,1385055.0,16087239.0,11.62,11.64,11.6,11.64,-0.01,276.0
00675L,富邦臺灣加權正2,490464.0,22557167.0,46.07,46.29,45.64,46.02,0.25,444.0
00676R,富邦臺灣加權反1,2302180.0,7566378.0,3.28,3.3,3.27,3.29,0.0,170.0
00678,群益NBI生技,342332.0,8818873.0,25.8,25.8,25.75,25.79,-0.05,18.0
00680L,元大美債20正2,14941781.0,178155428.0,11.94,11.94,11.9,11.91,-0.18,3608.0
00681R,元大美債20反1,357000.0,6382450.0,17.85,17.88,17.85,17.88,0.15,29.0
00682U,期元大美元指數,42216.0,850581.0,20.15,20.16,20.14,20.14,0.01,22.0
00683L,期元大美元指正2,572500.0,11892145.0,20.79,20.8,20.74,20.77,0.02,137.0
00684R,期元大美元指反1,1000.0,16240.0,16.24,16.24,16.24,16.24,-0.02,1.0
00685L,群益臺灣加權正2,79920.0,3260410.0,40.84,40.98,40.41,40.83,0.25,42.0
00686R,群益臺灣加權反1,522000.0,1853480.0,3.55,3.56,3.54,3.55,-0.01,28.0
00688L,國泰20年美債正2,2429000.0,28739090.0,11.88,11.88,11.8,11.82,-0.18,387.0
00689R,國泰20年美債反1,1000.0,18530.0,18.53,18.53,18.53,18.53,0.16,1.0
00690,兆豐藍籌30,2914236.0,80058241.0,27.57,27.57,27.42,27.47,-0.01,1684.0
00692,富邦公司治理,1950416.0,57475290.0,29.46,29.55,29.4,29.48,0.03,1224.0
00693U,期街口S&P黃豆,24200.0,627200.0,25.9,25.94,25.88,25.94,0.06,9.0
00700,富邦恒生國企,259000.0,3314190.0,12.72,12.89,12.72,12.85,0.17,37.0
00701,國泰股利精選30,469417.0,10927410.0,23.27,23.34,23.25,23.27,0.0,431.0
00702,國泰標普低波高息,123079.0,2494606.0,20.3,20.3,20.25,20.25,-0.11,992.0
00703,台新MSCI中國,241015.0,3803827.0,15.81,15.83,15.7,15.76,0.06,36.0
00706L,期元大S&P日圓正2,2209293.0,21172456.0,9.57,9.6,9.57,9.59,0.07,257.0
00707R,期元大S&P日圓反1,23000.0,556110.0,24.19,24.19,24.17,24.17,0.0,2.0
00708L,期元大S&P黃金正2,1370660.0,41006923.0,29.87,30.0,29.8,29.87,0.13,321.0
00709,富邦歐洲,31507.0,796232.0,25.27,25.29,25.27,25.29,-0.05,10.0
00710B,復華彭博非投等債,215856.0,3831017.0,17.76,17.76,17.74,17.74,-0.05,103.0
00711B,復華彭博新興債,108236.0,1766214.0,16.38,16.38,16.31,16.31,-0.08,949.0
00712,復華富時不動產,34773066.0,299175733.0,8.6,8.62,8.58,8.6,-0.19,13864.0
00713,元大台灣高息低波,5584841.0,229516929.0,41.22,41.23,41.04,41.09,-0.06,4221.0
00714,群益道瓊美國地產,151344.0,2726869.0,18.12,18.12,17.99,18.02,0.03,112.0
00715L,期街口布蘭特正2,132711026.0,1503783956.0,11.26,11.46,11.25,11.43,-0.04,13110.0
00717,富邦美國特別股,1843046.0,25503191.0,13.95,13.96,13.8,13.82,-0.42,1278.0
00728,第一金工業30,171423.0,3919910.0,22.84,22.96,22.83,22.87,0.04,153.0
00730,富邦臺灣優質高息,190509.0,3484873.0,18.25,18.32,18.21,18.22,0.01,163.0
00731,復華富時高息低波,1024922.0,58856430.0,57.5,57.5,57.4,57.45,-0.05,177.0
00733,富邦臺灣中小,534785.0,20328560.0,37.83,38.24,37.74,37.89,0.09,248.0
00735,國泰臺韓科技,102113.0,2685449.0,26.23,26.3,26.23,26.3,0.1,5.0
00736,國泰新興市場,111062.0,2163987.0,19.49,19.49,19.43,19.43,0.07,6.0
00737,國泰AI+Robo,267669.0,7178900.0,26.86,26.86,26.81,26.83,-0.11,294.0
00738U,期元大道瓊白銀,950893.0,24370732.0,25.66,25.71,25.56,25.62,0.3,246.0
00739,元大MSCI A股,9019.0,209964.0,23.3,23.35,23.3,23.35,0.0,887.0
00752,中信中國50,1890650.0,34293693.0,18.05,18.22,18.0,18.14,0.2,455.0
00753L,中信中國50正2,12452670.0,128037658.0,10.16,10.39,10.16,10.28,0.16,1979.0
00757,統一FANG+,1259063.0,56723227.0,44.88,45.1,44.88,45.08,0.3,565.0
00762,元大全球AI,66853.0,2392282.0,35.81,35.81,35.71,35.75,0.05,93.0
00763U,期街口道瓊銅,175000.0,4287150.0,24.51,24.57,24.43,24.57,-0.15,45.0
00770,國泰北美科技,78716.0,2287528.0,29.14,29.14,29.0,29.06,-0.02,397.0
00771,元大US高息特別股,734608.0,11232377.0,15.3,15.5,15.17,15.31,-0.5,1057.0
00775B,新光投等債15+,57018.0,1931852.0,33.96,33.96,33.81,33.9,-0.28,977.0
00783,富邦中証500,226005.0,4798155.0,21.38,21.39,21.06,21.07,-0.29,13.0
00830,國泰費城半導體,3736596.0,98038047.0,26.28,26.28,26.21,26.26,-0.17,1802.0
00850,元大臺灣ESG永續,770454.0,23740332.0,30.9,30.94,30.71,30.84,0.05,810.0
00851,台新全球AI,16886.0,439008.0,26.04,26.09,26.04,26.09,0.01,889.0
00852L,國泰美國道瓊正2,1056237.0,19649139.0,18.6,18.63,18.58,18.62,-0.32,278.0
00861,元大全球未來通訊,129886.0,3573048.0,27.63,27.63,27.5,27.53,-0.08,111.0
00865B,國泰US短期公債,134000.0,5455890.0,40.69,40.73,40.69,40.73,-0.03,7.0
00875,國泰網路資安,456644.0,11004906.0,24.13,24.13,24.06,24.09,-0.17,257.0
00876,元大全球5G,108101.0,2857530.0,26.64,26.65,26.4,26.45,-0.19,151.0
00878,國泰永續高股息,75972714.0,1344806334.0,17.74,17.76,17.67,17.68,-0.05,34898.0
00881,國泰台灣5G+,6532459.0,97173318.0,14.86,14.93,14.83,14.88,0.02,5662.0
00882,中信中國高股息,18980662.0,237419892.0,12.39,12.6,12.39,12.5,0.12,3872.0
00885,富邦越南,9396468.0,105250119.0,11.25,11.25,11.18,11.21,-0.04,2726.0
00891,中信關鍵半導體,5249896.0,66163219.0,12.61,12.66,12.55,12.61,0.04,1678.0
00892,富邦台灣半導體,2295076.0,26722898.0,11.62,11.7,11.59,11.63,0.02,471.0
00893,國泰智能電動車,3272761.0,44045443.0,13.51,13.51,13.44,13.47,-0.02,1194.0
00894,中信小資高價30,679670.0,9102882.0,13.4,13.45,13.3,13.38,0.01,199.0
00895,富邦未來車,520372.0,7504342.0,14.46,14.46,14.41,14.42,-0.05,324.0
00896,中信綠能及電動車,888068.0,12939500.0,14.56,14.63,14.52,14.55,-0.01,329.0
