證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,13919981.0,1697778467.0,122.0,122.3,121.55,122.2,0.35,10776.0
0051,元大中型100,41326.0,2369279.0,57.35,57.45,57.15,57.4,0.5,149.0
0052,富邦科技,383675.0,42150914.0,109.7,110.1,109.5,110.1,0.75,489.0
0053,元大電子,5284.0,322193.0,61.2,61.3,61.1,61.3,0.15,1013.0
0055,元大MSCI金融,220336.0,4804054.0,21.86,21.86,21.74,21.83,-0.03,319.0
0056,元大高股息,25079572.0,707452511.0,28.16,28.28,28.12,28.26,0.14,9780.0
0057,富邦摩台,3018.0,266111.0,88.35,88.75,88.35,88.75,0.4,991.0
0061,元大寶滬深,38320.0,734433.0,19.19,19.22,19.14,19.14,0.01,77.0
006203,元大MSCI台灣,4519.0,265108.0,58.75,58.9,58.75,58.9,0.15,670.0
006204,永豐臺灣加權,22659.0,1806933.0,79.8,79.8,79.8,79.8,0.5,856.0
006205,富邦上証,2117377.0,67528157.0,31.98,31.99,31.84,31.91,-0.07,474.0
006206,元大上證50,64478.0,1952185.0,30.5,30.5,30.26,30.29,-0.11,917.0
006207,FH滬深,42043.0,1055101.0,25.16,25.16,25.09,25.09,-0.06,11.0
006208,富邦台50,3862314.0,272224910.0,70.4,70.65,70.25,70.65,0.4,3837.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2819286.0,331188344.0,117.5,118.3,116.6,118.3,1.3,1867.0
00632R,元大台灣50反1,159618156.0,832336026.0,5.22,5.24,5.2,5.2,-0.03,10168.0
00633L,富邦上証正2,3925725.0,151668696.0,38.86,38.89,38.46,38.57,-0.14,925.0
00634R,富邦上証反1,11000.0,48750.0,4.43,4.44,4.43,4.43,-0.02,3.0
00635U,期元大S&P黃金,1326284.0,33529536.0,25.29,25.31,25.25,25.26,0.16,335.0
00636,國泰中國A50,654697.0,14153064.0,21.7,21.72,21.58,21.62,-0.03,350.0
00636K,國泰中國A50+U,200.0,1422.0,7.11,7.11,7.11,7.11,0.0,2.0
00637L,元大滬深300正2,43709111.0,665384696.0,15.32,15.32,15.15,15.19,-0.04,4867.0
00638R,元大滬深300反1,149000.0,1392940.0,9.37,9.39,9.33,9.37,0.0,25.0
00639,富邦深100,1441185.0,18721471.0,12.98,13.03,12.97,13.0,0.03,327.0
00640L,富邦日本正2,281000.0,7965510.0,28.28,28.48,28.15,28.48,-0.04,84.0
00641R,富邦日本反1,313000.0,2983770.0,9.56,9.57,9.51,9.52,0.02,42.0
00642U,期元大S&P石油,13827944.0,202926790.0,14.65,14.75,14.57,14.73,-0.06,1364.0
00643,群益深証中小,1027925.0,15571694.0,15.2,15.2,15.04,15.18,0.1,359.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,10066.0,261042.0,26.02,26.05,25.92,26.05,-0.04,745.0
00646,元大S&P500,1200900.0,44734415.0,37.15,37.32,37.15,37.32,0.06,589.0
00647L,元大S&P500正2,322792.0,16556399.0,51.6,51.6,51.1,51.5,-0.1,166.0
00648R,元大S&P500反1,2555300.0,18773278.0,7.33,7.37,7.33,7.33,0.01,138.0
00650L,FH香港正2,12081147.0,161744274.0,13.35,13.56,13.22,13.41,0.17,1435.0
