證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,4231123.0,529306119.0,125.35,125.6,124.9,125.15,-1.0,9059.0
0051,元大中型100,51972.0,3220648.0,62.0,62.05,61.8,62.0,0.0,186.0
0052,富邦科技,159159.0,17475193.0,109.9,110.25,109.55,110.0,-0.9,351.0
0053,元大電子,2886.0,182951.0,63.7,63.7,63.65,63.65,-0.05,6.0
0055,元大MSCI金融,65592.0,1506077.0,23.04,23.04,22.92,22.93,-0.11,252.0
0056,元大高股息,15794244.0,480386369.0,30.47,30.47,30.35,30.47,-0.02,12071.0
0057,富邦摩台,1000.0,90750.0,90.75,90.75,90.75,90.75,-0.15,1.0
0061,元大寶滬深,62366.0,1116547.0,17.8,17.95,17.79,17.94,0.11,442.0
006203,元大MSCI台灣,4560.0,273434.0,60.1,60.45,60.1,60.45,-0.05,980.0
006204,永豐臺灣加權,22566.0,1891011.0,83.9,83.9,83.85,83.85,-0.45,962.0
006205,富邦上証,2111924.0,62645634.0,29.54,29.82,29.51,29.79,0.25,253.0
006206,元大上證50,50117.0,1399997.0,27.83,28.13,27.75,27.97,0.27,692.0
006207,復華滬深,56061.0,1316005.0,23.32,23.51,23.3,23.51,0.28,24.0
006208,富邦台50,3566755.0,257432051.0,72.3,72.45,72.05,72.2,-0.6,5152.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,1877164.0,238770458.0,126.95,127.95,126.65,127.45,-0.8,1915.0
00632R,元大台灣50反1,78786137.0,392603230.0,4.99,5.0,4.97,4.98,0.01,3911.0
00633L,富邦上証正2,7300675.0,250066084.0,33.78,34.72,33.64,34.32,0.77,1929.0
00634R,富邦上証反1,274100.0,1288509.0,4.75,4.75,4.68,4.7,-0.05,30.0
00635U,期元大S&P黃金,247149.0,6109516.0,24.73,24.75,24.7,24.73,0.07,101.0
00636,國泰中國A50,1445829.0,28801458.0,19.75,20.08,19.73,19.94,0.19,686.0
00636K,國泰中國A50+U,200.0,1298.0,6.49,6.49,6.49,6.49,0.04,2.0
00637L,元大滬深300正2,72587482.0,979673792.0,13.33,13.69,13.27,13.54,0.31,7920.0
00638R,元大滬深300反1,298000.0,2955660.0,9.96,10.0,9.84,9.88,-0.11,62.0
00639,富邦深100,1179379.0,13746409.0,11.56,11.71,11.55,11.7,0.16,966.0
00640L,富邦日本正2,1007514.0,35150460.0,34.88,35.05,34.59,35.02,0.67,178.0
00641R,富邦日本反1,1306050.0,11231032.0,8.64,8.64,8.58,8.59,-0.08,157.0
00642U,期元大S&P石油,21037654.0,303756149.0,14.38,14.53,14.36,14.48,-0.17,4822.0
00643,群益深証中小,543862.0,7465856.0,13.57,13.8,13.57,13.8,0.24,60.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,576714.0,16766836.0,29.05,29.2,29.02,29.16,0.31,961.0
00646,元大S&P500,189822.0,7572665.0,39.93,39.96,39.82,39.92,-0.07,347.0
00647L,元大S&P500正2,58504.0,3330673.0,56.95,57.05,56.8,57.05,-0.2,39.0
00648R,元大S&P500反1,352800.0,2464730.0,6.98,7.0,6.98,6.99,0.02,64.0
