證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,12627196.0,1600974723.0,126.75,127.05,126.45,126.75,0.0,11246.0
0051,元大中型100,120412.0,7485122.0,62.0,62.5,61.8,61.95,-0.05,193.0
0052,富邦科技,277794.0,30970427.0,111.4,111.8,111.2,111.75,0.05,442.0
0053,元大電子,8290.0,529997.0,64.2,64.2,64.05,64.15,0.25,940.0
0055,元大MSCI金融,541855.0,12500243.0,23.15,23.16,23.01,23.06,-0.08,374.0
0056,元大高股息,36387462.0,1112055470.0,30.69,30.76,30.44,30.52,-0.13,24672.0
0057,富邦摩台,5916.0,542560.0,92.1,92.1,91.7,91.95,-0.05,745.0
0061,元大寶滬深,519540.0,9325726.0,18.16,18.16,17.82,17.84,-0.55,467.0
006203,元大MSCI台灣,12264.0,748867.0,61.35,61.35,61.1,61.15,0.15,970.0
006204,永豐臺灣加權,36932.0,3110861.0,84.15,84.45,84.1,84.35,-0.05,84.0
006205,富邦上証,1963186.0,58401631.0,30.1,30.1,29.57,29.58,-0.52,553.0
006206,元大上證50,442857.0,12478200.0,28.43,28.48,27.84,27.84,-0.59,773.0
006207,復華滬深,141951.0,3323113.0,23.55,23.55,23.3,23.3,-0.3,38.0
006208,富邦台50,5232085.0,382490104.0,73.0,73.25,72.95,73.2,0.15,4688.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,1678021.0,216585630.0,129.1,129.5,128.25,129.2,0.1,1569.0
00632R,元大台灣50反1,88760526.0,439426027.0,4.95,4.97,4.94,4.94,0.0,4801.0
00633L,富邦上証正2,7677209.0,265659003.0,35.18,35.42,34.13,34.13,-0.88,2683.0
00634R,富邦上証反1,219030.0,1025469.0,4.65,4.7,4.63,4.7,0.04,39.0
00635U,期元大S&P黃金,425333.0,10391835.0,24.49,24.5,24.35,24.35,-0.15,285.0
00636,國泰中國A50,1923405.0,38550814.0,20.16,20.24,19.86,19.88,-0.32,1622.0
00636K,國泰中國A50+U,200.0,1304.0,6.52,6.52,6.52,6.52,-0.08,2.0
00637L,元大滬深300正2,94879041.0,1296587405.0,13.86,13.95,13.44,13.44,-0.33,11950.0
00638R,元大滬深300反1,4805000.0,47278070.0,9.71,9.88,9.71,9.88,0.09,85.0
00639,富邦深100,1712419.0,19828300.0,11.69,11.72,11.52,11.54,-0.16,844.0
00640L,富邦日本正2,966796.0,33873130.0,34.94,35.45,34.88,35.38,-0.12,157.0
00641R,富邦日本反1,846099.0,7251559.0,8.57,8.58,8.52,8.54,0.03,104.0
00642U,期元大S&P石油,2995171.0,45968182.0,15.42,15.48,15.26,15.27,-0.19,967.0
00643,群益深証中小,392405.0,5328528.0,13.66,13.66,13.48,13.51,-0.17,743.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,585651.0,17029744.0,29.08,29.31,29.05,29.29,-0.05,318.0
00646,元大S&P500,1812478.0,72576957.0,40.08,40.12,39.95,40.1,0.08,760.0
00647L,元大S&P500正2,165459.0,9544338.0,57.75,57.75,57.6,57.65,-0.15,36.0
00648R,元大S&P500反1,376100.0,2606515.0,6.93,6.94,6.92,6.94,0.01,37.0
00650L,復華香港正2,9721976.0,111027635.0,11.5,11.64,11.3,11.3,-0.3,1594.0
00651R,復華香港反1,494100.0,4430067.0,8.9,9.0,8.87,9.0,0.1,60.0
00652,富邦印度,294556.0,8934412.0,30.4,30.4,30.27,30.28,-0.06,572.0
00653L,富邦印度正2,2885729.0,130671711.0,45.41,45.57,45.12,45.2,-0.3,198.0
00654R,富邦印度反1,62099.0,480705.0,7.74,7.75,7.74,7.75,0.01,18.0
00655L,國泰中國A50正2,3108778.0,75774059.0,24.71,24.98,24.06,24.08,-0.57,1090.0
00656R,國泰中國A50反1,313113.0,2757634.0,8.72,8.86,8.71,8.86,0.13,27.0
00657,國泰日經225,133997.0,4947367.0,36.76,37.01,36.71,36.99,-0.06,945.0
00657K,國泰日經225+U,200.0,2412.0,12.06,12.06,12.06,12.06,0.0,2.0
00660,元大歐洲50,4654.0,146464.0,31.6,31.6,31.49,31.49,-0.17,658.0
00661,元大日經225,310413.0,12365174.0,39.74,40.06,39.69,40.03,0.03,1017.0
00662,富邦NASDAQ,1376590.0,77935760.0,56.7,56.7,56.35,56.7,0.05,707.0
00663L,國泰臺灣加權正2,17000.0,2029150.0,119.4,119.65,119.0,119.0,-0.4,8.0
00664R,國泰臺灣加權反1,3143931.0,17563369.0,5.58,5.6,5.57,5.58,0.0,282.0
