證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,19295272.0,2287800081.0,117.95,119.1,117.4,118.8,0.5,23098.0
0051,元大中型100,60199.0,3348663.0,56.0,56.15,55.15,55.95,-0.15,223.0
0052,富邦科技,485040.0,50810975.0,104.35,105.35,104.1,105.35,0.45,557.0
0053,元大電子,18227.0,1067179.0,58.25,58.85,58.25,58.75,0.1,887.0
0055,元大MSCI金融,342535.0,7545153.0,22.0,22.18,21.9,22.07,-0.12,402.0
0056,元大高股息,46914192.0,1302786712.0,27.7,27.96,27.55,27.93,0.07,28366.0
0057,富邦摩台,93067.0,7978153.0,85.65,86.2,85.65,86.2,0.25,1007.0
0061,元大寶滬深,116997.0,2227258.0,18.95,19.18,18.92,19.16,0.21,604.0
006203,元大MSCI台灣,9978.0,568950.0,56.7,57.25,56.65,57.05,-0.2,704.0
006204,永豐臺灣加權,23243.0,1810219.0,77.65,77.95,77.65,77.95,0.25,981.0
006205,富邦上証,902642.0,28776617.0,31.72,32.08,31.7,31.99,0.27,189.0
006206,元大上證50,91878.0,2786075.0,30.13,30.54,30.0,30.46,0.36,660.0
006207,FH滬深,139065.0,3478017.0,25.09,25.13,24.9,25.12,0.31,35.0
006208,富邦台50,6160310.0,420469262.0,68.4,68.75,67.85,68.75,0.2,7897.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,5903303.0,653883839.0,110.75,111.95,109.3,111.85,0.85,2997.0
00632R,元大台灣50反1,249977616.0,1344741024.0,5.38,5.42,5.35,5.35,-0.02,11093.0
00633L,富邦上証正2,6906100.0,265880179.0,38.35,38.93,38.01,38.59,0.23,1655.0
00634R,富邦上証反1,338060.0,1519440.0,4.52,4.52,4.46,4.46,-0.06,45.0
00635U,期元大S&P黃金,1570106.0,37586056.0,23.92,24.05,23.86,23.96,0.64,527.0
00636,國泰中國A50,812460.0,17500469.0,21.48,21.65,21.37,21.57,0.19,715.0
00636K,國泰中國A50+U,200.0,1410.0,7.05,7.05,7.05,7.05,0.17,2.0
00637L,元大滬深300正2,71445309.0,1084324752.0,15.05,15.34,14.99,15.22,0.12,7307.0
00638R,元大滬深300反1,273000.0,2583350.0,9.56,9.56,9.41,9.41,-0.09,55.0
00639,富邦深100,702103.0,9121424.0,12.9,13.02,12.84,12.99,0.1,938.0
00640L,富邦日本正2,266372.0,7879072.0,29.58,29.75,29.4,29.66,-1.21,124.0
00641R,富邦日本反1,2793295.0,26242382.0,9.42,9.42,9.36,9.38,0.14,293.0
00642U,期元大S&P石油,5265403.0,85735824.0,16.31,16.36,16.2,16.31,0.35,1174.0
00643,群益深証中小,347750.0,5174608.0,14.83,14.91,14.8,14.91,0.07,44.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,66611.0,1765553.0,26.51,26.6,26.48,26.55,-0.52,888.0
00646,元大S&P500,1206444.0,44979602.0,37.29,37.33,37.22,37.27,-0.03,695.0
00647L,元大S&P500正2,706156.0,35979410.0,50.75,51.15,50.4,51.05,0.8,188.0
00648R,元大S&P500反1,4846244.0,36071073.0,7.46,7.48,7.4,7.43,-0.09,349.0
00650L,FH香港正2,14545988.0,189035180.0,12.83,13.26,12.7,13.18,0.38,1438.0
00651R,FH香港反1,3740000.0,32065370.0,8.7,8.7,8.47,8.5,-0.16,278.0
00652,富邦印度,325684.0,9375328.0,28.91,28.98,28.71,28.84,-0.07,315.0
00653L,富邦印度正2,372897.0,15257735.0,40.72,41.33,40.55,40.95,-0.01,198.0
00654R,富邦印度反1,307000.0,2534650.0,8.29,8.3,8.21,8.25,-0.01,51.0
00655L,國泰中國A50正2,2038085.0,55442513.0,27.08,27.46,26.85,27.27,0.23,521.0
00656R,國泰中國A50反1,1243000.0,10532660.0,8.48,8.51,8.43,8.44,-0.06,42.0
00657,國泰日經225,163010.0,5358426.0,32.8,32.9,32.8,32.86,-0.52,10.0
00657K,國泰日經225+U,200.0,2146.0,10.73,10.73,10.73,10.73,-0.08,2.0
00660,元大歐洲50,7462.0,226805.0,30.5,30.5,30.38,30.5,0.04,1009.0
00661,元大日經225,5193.0,181702.0,35.24,35.24,35.22,35.22,-0.55,1002.0
00662,富邦NASDAQ,514833.0,24478038.0,47.74,47.74,47.43,47.62,0.12,341.0
00663L,國泰臺灣加權正2,4000.0,412800.0,103.1,103.3,103.1,103.3,0.55,4.0
