證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,11001040.0,1336572588.0,121.75,121.9,121.2,121.45,-0.75,13372.0
0051,元大中型100,46477.0,2668176.0,57.5,57.6,57.05,57.05,-0.35,196.0
0052,富邦科技,157190.0,17219531.0,109.9,109.9,109.1,109.3,-0.8,424.0
0053,元大電子,6729.0,408863.0,60.8,61.2,60.8,61.2,-0.1,1012.0
0055,元大MSCI金融,339439.0,7392226.0,21.83,21.88,21.72,21.84,0.01,347.0
0056,元大高股息,25965592.0,734417131.0,28.26,28.37,28.2,28.31,0.05,17696.0
0057,富邦摩台,7137.0,628652.0,88.25,88.3,88.2,88.3,-0.45,1005.0
0061,元大寶滬深,205692.0,3922532.0,19.08,19.16,19.0,19.0,-0.14,1039.0
006203,元大MSCI台灣,4306.0,251835.0,58.35,58.75,58.35,58.75,-0.15,961.0
006204,永豐臺灣加權,122276.0,9709420.0,79.75,79.75,79.3,79.5,-0.3,1030.0
006205,富邦上証,1577987.0,49836616.0,31.94,31.94,31.48,31.58,-0.33,521.0
006206,元大上證50,536479.0,16082269.0,30.25,30.25,29.9,30.0,-0.29,1117.0
006207,FH滬深,273055.0,6809968.0,25.28,25.28,24.83,24.92,-0.17,1023.0
006208,富邦台50,3971247.0,279130499.0,70.5,70.5,70.0,70.2,-0.45,6509.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2385627.0,279105698.0,117.35,117.85,116.4,116.9,-1.4,1912.0
00632R,元大台灣50反1,107885143.0,563931657.0,5.22,5.24,5.21,5.24,0.04,4263.0
00633L,富邦上証正2,7324885.0,278789996.0,38.77,38.77,37.69,38.0,-0.57,2059.0
00634R,富邦上証反1,281000.0,1258020.0,4.44,4.5,4.44,4.49,0.06,27.0
00635U,期元大S&P黃金,415288.0,10411259.0,25.05,25.12,25.04,25.05,-0.21,222.0
00636,國泰中國A50,1586553.0,33837218.0,21.56,21.56,21.24,21.32,-0.3,659.0
00636K,國泰中國A50+U,200.0,1404.0,7.02,7.02,7.02,7.02,-0.09,2.0
00637L,元大滬深300正2,77963735.0,1167630777.0,15.17,15.25,14.85,14.96,-0.23,9148.0
00638R,元大滬深300反1,961000.0,9087790.0,9.36,9.48,9.36,9.44,0.07,50.0
00639,富邦深100,1022928.0,13211492.0,13.0,13.08,12.88,12.95,-0.05,1112.0
00640L,富邦日本正2,176000.0,5038090.0,28.57,28.77,28.52,28.71,0.23,53.0
00641R,富邦日本反1,318000.0,3013820.0,9.5,9.5,9.46,9.49,-0.03,46.0
00642U,期元大S&P石油,4001401.0,58497887.0,14.68,14.68,14.58,14.66,-0.07,964.0
00643,群益深証中小,560322.0,8455887.0,15.18,15.25,15.01,15.1,-0.08,69.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,58713.0,1533186.0,26.11,26.19,26.09,26.15,0.1,959.0
00646,元大S&P500,791265.0,29725190.0,37.54,37.62,37.51,37.6,0.28,685.0
00647L,元大S&P500正2,599800.0,31347011.0,52.15,52.55,52.1,52.35,0.85,149.0
00648R,元大S&P500反1,1540124.0,11208360.0,7.28,7.29,7.26,7.26,-0.07,162.0
00650L,FH香港正2,15509901.0,202239427.0,13.41,13.41,12.78,13.11,-0.3,2447.0
00651R,FH香港反1,539000.0,4546800.0,8.2,8.54,8.2,8.43,0.1,118.0
00652,富邦印度,346779.0,9660167.0,27.83,27.95,27.76,27.86,0.03,1159.0
00653L,富邦印度正2,278017.0,10776678.0,38.7,39.04,38.5,38.82,-0.08,224.0
00654R,富邦印度反1,90000.0,757310.0,8.44,8.44,8.4,8.44,0.03,15.0
00655L,國泰中國A50正2,3276195.0,88165669.0,27.33,27.39,26.64,26.9,-0.41,793.0
00656R,國泰中國A50反1,167000.0,1409100.0,8.43,8.47,8.43,8.44,0.07,16.0
00657,國泰日經225,107977.0,3540190.0,32.66,32.8,32.66,32.8,0.14,976.0
00657K,國泰日經225+U,200.0,2158.0,10.79,10.79,10.79,10.79,0.06,2.0
00660,元大歐洲50,26089.0,790236.0,30.83,30.83,30.26,30.35,-0.14,942.0
00661,元大日經225,20082.0,697909.0,34.8,34.94,34.74,34.94,0.1,977.0
00662,富邦NASDAQ,1444966.0,72531321.0,50.0,50.3,50.0,50.25,0.36,882.0
00663L,國泰臺灣加權正2,11005.0,1186344.0,108.15,108.2,107.3,107.85,-1.0,11.0
00664R,國泰臺灣加權反1,2787600.0,16441264.0,5.89,5.92,5.88,5.91,0.03,235.0
00665L,富邦恒生國企正2,51115818.0,413911969.0,8.41,8.41,7.92,8.14,-0.26,5104.0
00666R,富邦恒生國企反1,466000.0,6860390.0,14.54,14.85,14.48,14.65,0.25,74.0
00668,國泰美國道瓊,82258.0,2937576.0,35.71,35.79,35.7,35.74,0.25,837.0
00668K,國泰美國道瓊+U,200.0,2352.0,11.76,11.76,11.76,11.76,0.09,2.0
00669R,國泰美國道瓊反1,9413900.0,77429516.0,8.23,8.24,8.21,8.22,-0.05,340.0
00670L,富邦NASDAQ正2,1577416.0,100959058.0,63.9,64.3,63.8,64.2,0.7,706.0
00671R,富邦NASDAQ反1,10641023.0,60176734.0,5.67,5.67,5.64,5.64,-0.05,729.0
00673R,期元大S&P原油反1,4524891.0,44264291.0,9.76,9.82,9.75,9.75,0.05,435.0
00674R,期元大S&P黃金反1,495040.0,5938690.0,12.0,12.02,11.97,12.02,0.12,133.0
00675L,富邦臺灣加權正2,800821.0,37695082.0,47.21,47.34,46.85,47.04,-0.45,550.0
00676R,富邦臺灣加權反1,2960964.0,9605743.0,3.24,3.26,3.23,3.24,0.01,194.0
00678,群益NBI生技,358847.0,8869854.0,24.74,24.77,24.7,24.71,0.26,960.0
00680L,元大美債20正2,12290755.0,151012064.0,12.22,12.34,12.22,12.27,0.12,1629.0
00681R,元大美債20反1,180000.0,3168960.0,17.63,17.64,17.57,17.62,-0.12,43.0
00682U,期元大美元指數,77005.0,1577412.0,20.43,20.51,20.43,20.49,0.12,33.0
00683L,期元大美元指正2,778656.0,16687340.0,21.42,21.49,21.39,21.43,0.22,189.0
00684R,期元大美元指反1,23000.0,371210.0,16.15,16.15,16.13,16.13,-0.1,4.0
00685L,群益臺灣加權正2,66399.0,2770917.0,41.88,42.0,41.59,41.74,-0.37,54.0
00686R,群益臺灣加權反1,551000.0,1937520.0,3.52,3.52,3.51,3.52,0.01,20.0
00688L,國泰20年美債正2,2024000.0,24648930.0,12.12,12.23,12.11,12.19,0.14,312.0
00689R,國泰20年美債反1,83000.0,1513510.0,18.3,18.3,18.22,18.27,-0.16,10.0
00690,兆豐藍籌30,130963.0,3658061.0,27.9,27.99,27.85,27.89,-0.08,962.0
00692,富邦公司治理,3190612.0,96283973.0,30.24,30.29,30.08,30.17,-0.1,2730.0
00693U,期街口S&P黃豆,60328.0,1536281.0,25.47,25.48,25.41,25.45,0.15,35.0
00700,富邦恒生國企,220090.0,2798428.0,13.17,13.17,12.57,12.71,-0.16,846.0
00701,國泰股利精選30,1075420.0,24397675.0,22.68,22.72,22.66,22.66,-0.02,843.0
00702,國泰標普低波高息,123975.0,2481119.0,19.91,20.05,19.91,20.02,0.32,998.0
