證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,6233410.0,753799317.0,121.0,121.15,120.4,120.85,-0.15,7741.0
0051,元大中型100,36651.0,2146247.0,58.35,58.75,58.3,58.6,0.65,169.0
0052,富邦科技,413085.0,44874753.0,108.55,109.05,108.15,108.5,-0.2,447.0
0053,元大電子,4288.0,260545.0,60.9,61.0,60.9,61.0,0.05,881.0
0055,元大MSCI金融,227892.0,5055191.0,22.05,22.22,22.05,22.15,0.1,327.0
0056,元大高股息,16691958.0,478236264.0,28.5,28.72,28.5,28.7,0.2,10006.0
0057,富邦摩台,3410.0,298286.0,87.6,87.75,87.6,87.75,-0.05,1010.0
0061,元大寶滬深,146955.0,2861632.0,19.6,19.6,19.45,19.46,-0.06,762.0
006203,元大MSCI台灣,2403.0,140551.0,58.65,58.65,58.55,58.55,-0.05,388.0
006204,永豐臺灣加權,22503.0,1799206.0,80.05,80.05,80.0,80.0,0.15,945.0
006205,富邦上証,944758.0,30481717.0,32.4,32.42,32.22,32.23,-0.15,148.0
006206,元大上證50,388680.0,11889537.0,30.7,30.7,30.5,30.58,-0.03,524.0
006207,復華滬深,66002.0,1685090.0,25.53,25.57,25.53,25.54,-0.18,864.0
006208,富邦台50,2318602.0,162217797.0,69.9,70.15,69.75,69.95,-0.1,4826.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2312198.0,272196342.0,117.1,118.55,116.8,117.9,0.55,1477.0
00632R,元大台灣50反1,89176169.0,463790143.0,5.22,5.23,5.19,5.2,-0.02,4993.0
00633L,富邦上証正2,5088526.0,198250308.0,39.14,39.42,38.66,38.68,-0.38,1553.0
00634R,富邦上証反1,98000.0,434700.0,4.41,4.45,4.41,4.45,0.03,11.0
00635U,期元大S&P黃金,515205.0,13040030.0,25.21,25.37,25.2,25.37,0.12,218.0
00636,國泰中國A50,1046068.0,22628085.0,21.71,21.76,21.58,21.59,-0.12,1054.0
00636K,國泰中國A50+U,200.0,1414.0,7.07,7.07,7.07,7.07,-0.05,2.0
00637L,元大滬深300正2,53072847.0,815483666.0,15.45,15.53,15.22,15.22,-0.17,7076.0
00638R,元大滬深300反1,82000.0,764050.0,9.31,9.36,9.28,9.36,0.05,26.0
00639,富邦深100,409295.0,5402905.0,13.26,13.3,13.19,13.2,-0.06,620.0
00640L,富邦日本正2,438270.0,13209199.0,30.0,30.35,29.96,30.18,0.56,108.0
00641R,富邦日本反1,277300.0,2561718.0,9.27,9.27,9.21,9.22,-0.1,80.0
00642U,期元大S&P石油,5174029.0,87440048.0,16.84,16.97,16.84,16.95,-0.05,965.0
00643,群益深証中小,271421.0,4196562.0,15.49,15.5,15.42,15.42,-0.08,530.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,36536.0,977645.0,26.67,26.84,26.67,26.8,0.24,48.0
00646,元大S&P500,666736.0,25852310.0,38.74,38.8,38.74,38.77,0.09,521.0
00647L,元大S&P500正2,190251.0,10529778.0,55.3,55.45,55.3,55.3,0.2,54.0
00648R,元大S&P500反1,1822060.0,12904476.0,7.09,7.09,7.08,7.08,-0.03,175.0
00650L,復華香港正2,12888431.0,181197731.0,14.1,14.39,13.8,13.83,-0.28,1856.0
00651R,復華香港反1,629000.0,5121380.0,8.08,8.21,8.04,8.21,0.07,63.0
00652,富邦印度,292172.0,8463647.0,28.91,29.06,28.91,29.02,0.11,907.0
00653L,富邦印度正2,384042.0,16043957.0,41.44,41.93,41.44,41.76,0.45,154.0
00654R,富邦印度反1,176584.0,1432655.0,8.12,8.13,8.08,8.1,-0.03,37.0
00655L,國泰中國A50正2,1890546.0,51964742.0,27.72,27.85,27.26,27.26,-0.34,594.0
00656R,國泰中國A50反1,341000.0,2839720.0,8.29,8.36,8.28,8.36,0.05,25.0
00657,國泰日經225,203944.0,6831566.0,33.4,33.53,33.4,33.5,0.41,892.0
00657K,國泰日經225+U,200.0,2196.0,10.98,10.98,10.98,10.98,0.13,2.0
00660,元大歐洲50,4227.0,132196.0,31.33,31.4,31.33,31.4,0.28,868.0
00661,元大日經225,1926.0,68349.0,35.91,35.91,35.91,35.91,0.41,890.0
00662,富邦NASDAQ,362714.0,18569780.0,51.2,51.3,51.1,51.2,0.0,340.0
00663L,國泰臺灣加權正2,1050.0,114234.0,108.8,108.8,108.8,108.8,0.6,8.0
00664R,國泰臺灣加權反1,4324315.0,25386095.0,5.89,5.9,5.86,5.86,-0.03,354.0
00665L,富邦恒生國企正2,38099564.0,330596575.0,8.66,8.9,8.49,8.51,-0.18,3342.0
00666R,富邦恒生國企反1,102000.0,1454460.0,14.1,14.34,14.03,14.28,0.15,28.0
00668,國泰美國道瓊,29857.0,1110663.0,37.16,37.23,37.16,37.21,0.13,1024.0
00668K,國泰美國道瓊+U,200.0,2442.0,12.21,12.21,12.21,12.21,0.04,2.0
00669R,國泰美國道瓊反1,8625100.0,68477677.0,7.93,7.95,7.93,7.95,-0.02,397.0
00670L,富邦NASDAQ正2,1496239.0,99159871.0,66.3,66.4,66.1,66.25,0.25,585.0
00671R,富邦NASDAQ反1,13876100.0,77374649.0,5.58,5.59,5.56,5.58,-0.02,419.0
00673R,期元大S&P原油反1,39403249.0,331402280.0,8.44,8.44,8.38,8.39,0.03,3268.0
00674R,期元大S&P黃金反1,692253.0,8238865.0,11.93,11.95,11.89,11.89,-0.04,159.0
00675L,富邦臺灣加權正2,624798.0,29720384.0,47.24,47.77,47.13,47.59,0.29,406.0
00676R,富邦臺灣加權反1,3891949.0,12560934.0,3.24,3.25,3.22,3.24,0.0,326.0
00678,群益NBI生技,342012.0,8760941.0,25.61,25.62,25.58,25.62,-0.06,121.0
00680L,元大美債20正2,13645386.0,167759764.0,12.26,12.32,12.26,12.31,-0.12,2337.0
00681R,元大美債20反1,151000.0,2656520.0,17.58,17.61,17.57,17.61,0.11,38.0
00682U,期元大美元指數,86101.0,1752779.0,20.35,20.37,20.35,20.35,0.04,35.0
00683L,期元大美元指正2,668934.0,14167735.0,21.17,21.21,21.15,21.17,0.03,195.0
00684R,期元大美元指反1,1030.0,16687.0,16.2,16.2,16.2,16.2,-0.02,2.0
