證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,3341290.0,399317811.0,119.8,120.1,119.2,119.35,0.1,6234.0
0051,元大中型100,29195.0,1650390.0,56.9,56.9,56.35,56.5,0.35,183.0
0052,富邦科技,185630.0,19703656.0,106.8,107.0,105.7,105.8,-0.05,314.0
0053,元大電子,7700.0,454669.0,59.25,59.3,59.1,59.15,0.0,997.0
0055,元大MSCI金融,155576.0,3478717.0,22.43,22.43,22.31,22.34,-0.02,351.0
0056,元大高股息,16442144.0,459742136.0,27.85,28.0,27.85,27.95,0.17,10902.0
0057,富邦摩台,4028.0,349486.0,87.1,87.1,86.85,86.85,0.0,1002.0
0061,元大寶滬深,60902.0,1199690.0,19.73,19.75,19.63,19.7,0.01,271.0
006203,元大MSCI台灣,9605.0,553290.0,58.45,58.45,57.45,57.75,-0.1,940.0
006204,永豐臺灣加權,27130.0,2128513.0,78.9,78.9,78.4,78.45,0.1,967.0
006205,富邦上証,1514737.0,49892488.0,33.1,33.1,32.78,32.94,0.04,268.0
006206,元大上證50,56492.0,1785647.0,31.59,31.75,31.5,31.5,-0.08,849.0
006207,FH滬深,58280.0,1502800.0,25.86,25.89,25.74,25.77,-0.02,910.0
006208,富邦台50,2534143.0,175150920.0,69.05,69.45,68.95,69.0,0.15,3890.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2930431.0,332380581.0,113.7,114.1,112.6,112.9,0.5,1472.0
00632R,元大台灣50反1,115830072.0,616478299.0,5.33,5.34,5.31,5.33,-0.02,5931.0
00633L,富邦上証正2,8580275.0,355971921.0,41.72,42.03,41.02,41.37,-0.06,1938.0
00634R,富邦上証反1,135000.0,584000.0,4.31,4.34,4.31,4.33,-0.01,21.0
00635U,期元大S&P黃金,118354.0,2779505.0,23.46,23.51,23.46,23.47,0.06,71.0
00636,國泰中國A50,1281929.0,28584132.0,22.41,22.41,22.17,22.28,0.01,1225.0
00636K,國泰中國A50+U,200.0,1454.0,7.27,7.27,7.27,7.27,-0.03,2.0
00637L,元大滬深300正2,68077084.0,1112751876.0,16.47,16.54,16.17,16.29,-0.03,7785.0
00638R,元大滬深300反1,836000.0,7602030.0,9.08,9.13,9.04,9.12,0.0,24.0
00639,富邦深100,1108697.0,14869598.0,13.5,13.5,13.32,13.4,-0.03,1019.0
00640L,富邦日本正2,851596.0,25950065.0,30.26,30.51,30.26,30.49,0.79,110.0
00641R,富邦日本反1,2220058.0,20624248.0,9.33,9.33,9.27,9.27,-0.15,322.0
00642U,期元大S&P石油,5036229.0,82983854.0,16.49,16.54,16.45,16.49,0.05,686.0
00643,群益深証中小,132358.0,2041686.0,15.48,15.57,15.34,15.38,-0.06,898.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,75762.0,2032804.0,26.8,26.87,26.79,26.86,0.38,826.0
00646,元大S&P500,460584.0,17374326.0,37.73,37.78,37.59,37.77,0.34,379.0
00647L,元大S&P500正2,173144.0,9074314.0,52.4,52.5,52.25,52.5,1.1,90.0
00648R,元大S&P500反1,1695000.0,12400140.0,7.32,7.33,7.31,7.31,-0.09,179.0
00650L,FH香港正2,10325269.0,149052681.0,14.47,14.63,14.26,14.36,0.11,1112.0
00651R,FH香港反1,1366000.0,11088560.0,8.2,8.2,8.09,8.17,-0.02,105.0
00652,富邦印度,162410.0,4659381.0,28.58,28.86,28.58,28.86,0.26,839.0
00653L,富邦印度正2,413278.0,17092826.0,40.86,41.73,40.86,41.73,0.86,220.0
00654R,富邦印度反1,299002.0,2452636.0,8.25,8.25,8.15,8.15,-0.1,57.0
00655L,國泰中國A50正2,2301500.0,67470530.0,29.55,29.7,29.0,29.25,-0.01,591.0
00656R,國泰中國A50反1,415100.0,3388373.0,8.09,8.17,8.09,8.14,0.0,20.0
00657,國泰日經225,102000.0,3362910.0,32.97,33.01,32.9,32.9,0.36,4.0
00657K,國泰日經225+U,200.0,2152.0,10.76,10.76,10.76,10.76,0.15,2.0
00660,元大歐洲50,4691.0,144508.0,30.94,31.03,30.94,31.03,0.3,1004.0
00661,元大日經225,3998.0,140337.0,35.15,35.4,35.15,35.4,0.49,999.0
00662,富邦NASDAQ,1303310.0,61788000.0,47.44,47.5,47.31,47.5,0.64,608.0
00663L,國泰臺灣加權正2,8009.0,836845.0,104.8,104.85,104.3,104.3,0.7,8.0
00664R,國泰臺灣加權反1,5830619.0,35007385.0,6.0,6.03,5.99,6.01,-0.02,457.0
00665L,富邦恒生國企正2,21969921.0,193988851.0,8.83,8.94,8.71,8.8,0.17,1868.0
00666R,富邦恒生國企反1,199000.0,2846330.0,14.31,14.36,14.22,14.33,-0.13,35.0
00668,國泰美國道瓊,23509.0,861245.0,36.62,36.69,36.62,36.69,0.33,628.0
00668K,國泰美國道瓊+U,200.0,2394.0,11.97,11.97,11.97,11.97,0.09,2.0
00669R,國泰美國道瓊反1,6539070.0,52857595.0,8.08,8.1,8.07,8.09,-0.05,436.0
00670L,富邦NASDAQ正2,2473247.0,141100035.0,57.05,57.25,56.85,57.15,1.45,1156.0
00671R,富邦NASDAQ反1,11219210.0,67750104.0,6.03,6.05,6.02,6.04,-0.07,479.0
00673R,期元大S&P原油反1,23432310.0,205881104.0,8.78,8.81,8.75,8.79,-0.02,1352.0
00674R,期元大S&P黃金反1,295000.0,3793880.0,12.88,12.88,12.84,12.86,-0.04,76.0
00675L,富邦臺灣加權正2,921762.0,41953980.0,45.53,45.75,45.22,45.46,0.31,385.0
00676R,富邦臺灣加權反1,6970293.0,23022731.0,3.3,3.32,3.29,3.3,-0.03,410.0
00678,群益NBI生技,307463.0,7806294.0,25.45,25.45,25.35,25.39,0.05,744.0
00680L,元大美債20正2,12245328.0,132424438.0,10.79,10.86,10.78,10.86,-0.05,1779.0
00681R,元大美債20反1,254100.0,4809936.0,18.93,18.96,18.9,18.92,0.06,52.0
00682U,期元大美元指數,479063.0,9983770.0,20.83,20.86,20.83,20.85,0.04,67.0
00683L,期元大美元指正2,1052283.0,23376682.0,22.21,22.24,22.18,22.23,0.08,238.0
00684R,期元大美元指反1,,,,,,,0.0,
00685L,群益臺灣加權正2,56185.0,2266783.0,40.49,40.5,40.1,40.31,0.33,38.0
00686R,群益臺灣加權反1,1275000.0,4564520.0,3.58,3.59,3.58,3.59,-0.01,30.0
00688L,國泰20年美債正2,1813100.0,19459423.0,10.7,10.77,10.68,10.76,-0.07,235.0
00689R,國泰20年美債反1,22000.0,432180.0,19.64,19.66,19.64,19.64,0.08,5.0
00690,兆豐藍籌30,158836.0,4369529.0,27.5,27.6,27.42,27.47,-0.01,953.0
00692,富邦公司治理,1520967.0,45043061.0,29.6,29.69,29.52,29.59,0.08,1226.0
00693U,期街口S&P黃豆,27000.0,727810.0,26.95,26.97,26.94,26.96,0.26,22.0
00700,富邦恒生國企,188171.0,2498925.0,13.2,13.33,13.2,13.25,0.08,25.0
00701,國泰股利精選30,1357681.0,30477768.0,22.41,22.49,22.41,22.45,0.07,690.0
00702,國泰標普低波高息,114215.0,2420423.0,21.16,21.21,21.16,21.21,0.18,826.0
00703,台新MSCI中國,15063.0,250310.0,16.58,16.71,16.55,16.69,0.14,836.0
00706L,期元大S&P日圓正2,812831.0,7683741.0,9.47,9.47,9.44,9.46,-0.02,243.0
00707R,期元大S&P日圓反1,9000.0,221250.0,24.58,24.59,24.57,24.59,0.03,9.0
00708L,期元大S&P黃金正2,654656.0,16176452.0,24.71,24.76,24.68,24.7,0.13,169.0
00709,富邦歐洲,34992.0,845901.0,24.2,24.2,24.18,24.19,0.26,997.0
00710B,FH彭博非投等債,118294.0,2111812.0,17.84,17.86,17.84,17.86,0.02,73.0
00711B,FH彭博新興債,245866.0,3886966.0,15.84,15.84,15.79,15.82,-0.07,647.0
00712,FH富時不動產,23569893.0,239604136.0,10.2,10.2,10.15,10.18,-0.02,8135.0
00713,元大台灣高息低波,9966718.0,394812979.0,39.6,39.7,39.51,39.67,0.33,5291.0
00714,群益道瓊美國地產,204193.0,3843735.0,18.79,18.85,18.78,18.85,0.17,196.0
00715L,期街口布蘭特正2,30687712.0,461985863.0,15.09,15.12,14.99,15.1,0.06,2720.0
00717,富邦美國特別股,143259.0,2171593.0,15.18,15.18,15.14,15.17,-0.03,901.0
00728,第一金工業30,462543.0,10846706.0,23.5,23.57,23.37,23.4,0.01,600.0
00730,富邦臺灣優質高息,385658.0,7360604.0,18.96,19.13,18.96,19.09,0.14,304.0
00731,FH富時高息低波,1169629.0,65710312.0,56.45,56.45,56.1,56.2,0.15,197.0
00732,國泰RMB短期報酬,100000.0,4066000.0,40.66,40.66,40.66,40.66,-0.09,4.0
00733,富邦臺灣中小,58693.0,2135565.0,36.59,36.59,36.28,36.28,-0.08,144.0
00735,國泰臺韓科技,102423.0,2696457.0,26.33,26.35,26.33,26.35,0.03,1003.0
00736,國泰新興市場,107484.0,2093991.0,19.48,19.5,19.42,19.5,-0.02,1009.0
00737,國泰AI+Robo,77611.0,2121918.0,27.28,27.37,27.28,27.36,0.39,638.0
00738U,期元大道瓊白銀,384508.0,7993278.0,20.8,20.84,20.75,20.76,0.06,125.0
00739,元大MSCI A股,46563.0,1130383.0,24.39,24.4,24.08,24.14,-0.04,1002.0
00752,中信中國50,2466130.0,47368400.0,19.21,19.32,19.08,19.22,0.2,1018.0
00753L,中信中國50正2,14327523.0,169823290.0,11.88,11.98,11.71,11.8,0.18,2019.0
00757,統一FANG+,308075.0,12314770.0,40.2,40.2,39.91,39.97,0.01,665.0
00762,元大全球AI,118597.0,4089928.0,34.5,34.55,34.42,34.55,0.32,153.0
00763U,期街口道瓊銅,31000.0,803520.0,25.9,25.95,25.9,25.95,-0.35,21.0
00770,國泰北美科技,259100.0,6976631.0,26.85,26.99,26.85,26.97,0.35,1215.0
00771,元大US高息特別股,46816.0,789722.0,16.92,16.92,16.83,16.9,-0.1,612.0
00775B,新光投等債15+,51733.0,1684498.0,32.6,32.6,32.57,32.57,0.0,693.0
00783,富邦中証500,550470.0,11954359.0,21.72,21.76,21.58,21.66,-0.11,26.0
00830,國泰費城半導體,2188366.0,57816761.0,26.44,26.46,26.37,26.44,0.28,1257.0
00850,元大臺灣ESG永續,670581.0,20702058.0,30.85,30.96,30.76,30.8,0.03,560.0
00851,台新全球AI,17204.0,442105.0,25.75,25.75,25.68,25.68,0.18,834.0
00852L,國泰美國道瓊正2,1115294.0,20823532.0,18.66,18.7,18.63,18.68,0.3,190.0
00861,元大全球未來通訊,120710.0,3339980.0,27.67,27.67,27.6,27.64,0.13,138.0
00865B,國泰US短期公債,115789.0,4669054.0,40.28,40.33,40.28,40.32,-0.01,739.0
00875,國泰網路資安,180074.0,4624830.0,25.81,25.81,25.66,25.68,0.34,131.0
00876,元大全球5G,185156.0,4979865.0,26.88,26.96,26.86,26.89,0.1,157.0
00878,國泰永續高股息,37167733.0,636531060.0,17.1,17.15,17.1,17.13,0.05,17168.0
00881,國泰台灣5G+,9200972.0,137682556.0,14.93,15.03,14.91,14.92,0.02,2909.0
00882,中信中國高股息,11407283.0,140740075.0,12.27,12.38,12.27,12.36,0.1,3793.0
00885,富邦越南,16017889.0,179948941.0,11.26,11.3,11.19,11.21,-0.04,4767.0
00891,中信關鍵半導體,7723495.0,102342623.0,13.2,13.34,13.13,13.17,0.01,2361.0
00892,富邦台灣半導體,6233873.0,76171244.0,12.16,12.3,12.1,12.14,0.04,1262.0
00893,國泰智能電動車,7819547.0,104253367.0,13.29,13.35,13.29,13.34,0.1,2342.0
00894,中信小資高價30,1041820.0,14044350.0,13.41,13.56,13.35,13.37,-0.03,383.0
00895,富邦未來車,1759537.0,25430462.0,14.44,14.47,14.42,14.47,0.13,566.0
00896,中信綠能及電動車,1708162.0,24495056.0,14.29,14.39,14.29,14.32,0.07,628.0
00897,富邦基因免疫生技,2628381.0,20424774.0,7.74,7.79,7.74,7.76,0.02,468.0
00898,國泰基因免疫革命,748588.0,5480054.0,7.31,7.34,7.3,7.33,0.1,202.0
00899,FT潔淨能源,129168.0,2845230.0,22.12,22.12,22.0,22.01,-0.07,195.0
00900,富邦特選高股息30,10165595.0,117367600.0,11.5,11.58,11.5,11.57,0.11,3104.0
00901,永豐智能車供應鏈,537231.0,6919371.0,12.87,12.96,12.83,12.85,0.03,236.0
00902,中信電池及儲能,3096602.0,39823434.0,12.91,12.91,12.82,12.86,0.04,1154.0
00903,富邦元宇宙,2620730.0,24295013.0,9.27,9.29,9.25,9.28,0.08,568.0
00904,新光臺灣半導體30,3902261.0,48660461.0,12.45,12.55,12.36,12.37,0.04,467.0
00905,FT臺灣Smart,4508449.0,40613712.0,9.0,9.03,8.98,9.0,0.04,904.0
00906,大華元宇宙科技50,10097.0,99520.0,9.85,9.86,9.85,9.86,0.11,3.0
00907,永豐優息存股,844302.0,12440218.0,14.7,14.76,14.7,14.74,0.0,515.0
00908,富邦入息REITs+,1022478.0,13397179.0,13.12,13.12,13.09,13.11,-0.01,253.0
00909,國泰數位支付服務,421675.0,7267760.0,17.24,17.26,17.23,17.25,0.09,97.0
00910,第一金太空衛星,145954.0,2325118.0,15.94,15.96,15.9,15.94,0.08,262.0
00911,兆豐洲際半導體,136106.0,2295366.0,16.82,16.88,16.81,16.85,0.13,13.0
00912,中信臺灣智慧50,1428747.0,21445636.0,14.99,15.06,14.96,14.99,0.08,386.0
00913,兆豐台灣晶圓製造,59007.0,975044.0,16.59,16.59,16.43,16.43,0.0,22.0
00915,凱基優選高股息30,985499.0,16294743.0,16.5,16.57,16.48,16.54,0.06,487.0
00916,國泰全球品牌50,317096.0,4751609.0,14.98,15.0,14.96,15.0,0.11,395.0
00917,中信特選金融,916873.0,14208686.0,15.51,15.54,15.48,15.49,-0.02,187.0
00918,大華優利高填息30,533147.0,8885240.0,16.65,16.69,16.63,16.69,0.07,123.0
00919,群益台灣精選高息,2702402.0,50634141.0,18.68,18.79,18.66,18.77,0.14,1448.0
00920,富邦ESG綠色電力,543685.0,8971688.0,16.52,16.53,16.48,16.51,0.07,122.0
00921,兆豐龍頭等權重,441220.0,6963525.0,15.79,15.83,15.75,15.78,0.01,222.0
01001T,土銀富邦R1,8075.0,126397.0,15.66,15.66,15.65,15.65,-0.01,7.0
01002T,土銀國泰R1,166000.0,2915330.0,17.64,17.66,17.42,17.56,-0.12,110.0
