證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,5828709.0,695430436.0,119.9,120.1,118.8,118.8,-0.6,9038.0
0051,元大中型100,21982.0,1243411.0,56.55,56.7,56.45,56.45,-0.1,134.0
0052,富邦科技,319969.0,33825120.0,106.0,106.4,104.6,104.6,-1.0,424.0
0053,元大電子,16182.0,952257.0,59.0,59.25,58.7,58.7,-0.2,1010.0
0055,元大MSCI金融,142157.0,3192969.0,22.51,22.56,22.42,22.5,-0.12,210.0
0056,元大高股息,44514038.0,1234975849.0,27.77,27.85,27.65,27.67,-0.07,25509.0
0057,富邦摩台,3988.0,345219.0,87.0,87.0,86.6,86.6,-0.3,990.0
0061,元大寶滬深,94606.0,1839233.0,19.55,19.55,19.36,19.38,-0.2,161.0
006203,元大MSCI台灣,1944.0,111629.0,57.65,57.65,57.65,57.65,-0.25,699.0
006204,永豐臺灣加權,22692.0,1776259.0,78.3,78.3,78.3,78.3,-0.05,868.0
006205,富邦上証,2125882.0,68839511.0,32.64,32.64,32.23,32.36,-0.28,358.0
006206,元大上證50,230554.0,7125102.0,31.3,31.3,30.8,31.0,-0.27,1185.0
006207,FH滬深,141781.0,3590752.0,25.44,25.44,25.19,25.19,-0.35,43.0
006208,富邦台50,2819493.0,194564510.0,69.5,69.5,68.7,68.7,-0.35,4838.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2915516.0,329536893.0,114.0,114.3,111.85,111.85,-1.25,1807.0
00632R,元大台灣50反1,130181819.0,693631113.0,5.32,5.36,5.3,5.35,0.02,5119.0
00633L,富邦上証正2,13786942.0,560424147.0,41.24,41.28,40.13,40.46,-0.91,3352.0
00634R,富邦上証反1,709000.0,3100020.0,4.33,4.39,4.33,4.38,0.07,58.0
00635U,期元大S&P黃金,360130.0,8393635.0,23.32,23.33,23.29,23.31,-0.04,125.0
00636,國泰中國A50,2012622.0,44082185.0,22.16,22.16,21.81,21.9,-0.28,1352.0
