證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,8076540.0,975648621.0,120.85,121.0,120.2,121.0,-0.6,15029.0
0051,元大中型100,77670.0,4460622.0,57.5,57.6,57.05,57.45,-0.15,223.0
0052,富邦科技,280925.0,30474565.0,108.65,108.9,108.05,108.55,-1.05,559.0
0053,元大電子,12183.0,735842.0,60.75,60.75,60.15,60.7,-0.55,1013.0
0055,元大MSCI金融,192068.0,4218251.0,21.97,22.02,21.9,22.01,0.13,343.0
0056,元大高股息,21595887.0,613517741.0,28.43,28.47,28.28,28.47,0.04,18156.0
0057,富邦摩台,2069.0,180541.0,87.65,87.65,87.65,87.65,-0.85,996.0
0061,元大寶滬深,393360.0,7655868.0,19.3,19.54,19.3,19.43,0.17,994.0
006203,元大MSCI台灣,7797.0,454656.0,58.3,58.5,58.15,58.45,-0.3,976.0
006204,永豐臺灣加權,27850.0,2210382.0,79.55,79.55,79.2,79.4,-0.35,975.0
006205,富邦上証,712954.0,22996417.0,32.24,32.4,32.16,32.2,0.17,324.0
006206,元大上證50,83071.0,2528759.0,30.42,30.59,30.33,30.44,0.02,1044.0
006207,復華滬深,92942.0,2380658.0,25.69,25.79,25.58,25.6,0.17,1021.0
006208,富邦台50,6531388.0,456922495.0,70.25,70.25,69.6,70.05,-0.2,9456.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2560334.0,296193194.0,115.95,116.25,114.95,116.0,-1.5,2278.0
00632R,元大台灣50反1,99220786.0,520984770.0,5.25,5.27,5.23,5.25,0.03,4850.0
00633L,富邦上証正2,7369102.0,285840202.0,39.48,39.48,38.43,38.55,-0.78,2027.0
00634R,富邦上証反1,436000.0,1931560.0,4.41,4.46,4.41,4.46,0.05,30.0
00635U,期元大S&P黃金,1063980.0,27158004.0,25.51,25.56,25.48,25.54,0.41,480.0
00636,國泰中國A50,1628530.0,35214304.0,21.75,21.75,21.53,21.59,-0.23,1101.0
00636K,國泰中國A50+U,200.0,1414.0,7.07,7.07,7.07,7.07,-0.13,2.0
00637L,元大滬深300正2,74526529.0,1141657792.0,15.52,15.54,15.15,15.2,-0.3,8191.0
00638R,元大滬深300反1,170000.0,1592690.0,9.3,9.41,9.3,9.4,0.12,25.0
00639,富邦深100,943116.0,12462359.0,13.24,13.39,13.13,13.21,0.01,342.0
00640L,富邦日本正2,553597.0,16220201.0,29.36,29.43,29.15,29.19,-1.39,273.0
00641R,富邦日本反1,588000.0,5513890.0,9.38,9.41,9.35,9.41,0.2,108.0
00642U,期元大S&P石油,40185141.0,677860846.0,16.75,16.95,16.75,16.86,1.2,6830.0
00643,群益深証中小,513256.0,7887942.0,15.37,15.44,15.29,15.42,0.1,1057.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,139875.0,3696545.0,26.41,26.47,26.37,26.37,-0.68,1045.0
