證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,3888293.0,455688616.0,117.0,117.5,116.7,117.5,0.3,6451.0
0051,元大中型100,18098.0,1045179.0,57.7,57.9,57.45,57.9,0.15,133.0
0052,富邦科技,89546.0,8970541.0,100.05,100.65,99.9,100.65,0.4,201.0
0053,元大電子,8791.0,513881.0,58.5,58.75,58.5,58.7,0.15,921.0
0055,元大MSCI金融,141225.0,3165640.0,22.38,22.45,22.33,22.43,0.05,184.0
0056,元大高股息,8375431.0,237712886.0,28.34,28.45,28.28,28.45,0.03,5948.0
0057,富邦摩台,2965.0,251414.0,85.0,85.35,85.0,85.35,0.3,959.0
0061,元大寶滬深,404571.0,7700891.0,18.94,19.13,18.9,19.06,0.1,190.0
006203,元大MSCI台灣,1575.0,88950.0,56.75,56.75,56.75,56.75,0.0,576.0
006204,永豐臺灣加權,22267.0,1751365.0,78.7,78.7,78.7,78.7,0.25,860.0
006205,富邦上証,1509746.0,48833266.0,31.99,32.47,31.99,32.4,0.48,163.0
006206,元大上證50,43772.0,1338117.0,30.3,30.74,30.3,30.7,0.54,993.0
006207,復華滬深,68385.0,1713945.0,25.07,25.26,25.03,25.26,0.21,978.0
006208,富邦台50,1883940.0,127846300.0,67.75,68.05,67.55,67.95,0.1,3328.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,1768918.0,199117252.0,111.95,113.4,111.8,113.35,0.7,1223.0
00632R,元大台灣50反1,85504352.0,453636936.0,5.33,5.33,5.28,5.28,-0.02,2976.0
00633L,富邦上証正2,5944844.0,230583414.0,38.23,39.18,38.12,39.0,0.99,1814.0
00634R,富邦上証反1,174000.0,768980.0,4.45,4.45,4.41,4.43,-0.06,21.0
00635U,期元大S&P黃金,941324.0,24321176.0,25.9,25.94,25.76,25.82,0.35,361.0
00636,國泰中國A50,648894.0,14070894.0,21.5,21.8,21.5,21.74,0.24,782.0
00636K,國泰中國A50+U,200.0,1416.0,7.08,7.08,7.08,7.08,0.11,2.0
00637L,元大滬深300正2,56959170.0,870524036.0,15.05,15.43,15.03,15.34,0.35,7212.0
00638R,元大滬深300反1,324020.0,3031098.0,9.4,9.41,9.32,9.35,-0.12,22.0
00639,富邦深100,2190413.0,27684890.0,12.63,12.69,12.58,12.61,-0.03,987.0
00640L,富邦日本正2,274109.0,8677460.0,31.61,31.77,31.6,31.75,-0.44,79.0
00641R,富邦日本反1,1836000.0,16569260.0,9.04,9.05,9.0,9.01,0.02,125.0
00642U,期元大S&P石油,37894807.0,552135362.0,14.48,14.68,14.47,14.61,-0.54,8257.0
00643,群益深証中小,604579.0,8930189.0,14.75,14.84,14.72,14.75,0.07,654.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,30721.0,845157.0,27.42,27.58,27.42,27.56,-0.13,462.0
00646,元大S&P500,380263.0,14747650.0,38.71,38.93,38.71,38.92,-0.28,381.0
00647L,元大S&P500正2,176724.0,9670560.0,54.45,55.0,54.4,55.0,-0.8,97.0
00648R,元大S&P500反1,2724193.0,19443056.0,7.15,7.16,7.11,7.12,0.04,200.0
00650L,復華香港正2,9881330.0,129612670.0,12.85,13.29,12.82,13.2,0.41,1340.0
00651R,復華香港反1,471020.0,3951317.0,8.21,8.46,8.21,8.39,-0.14,52.0
00652,富邦印度,364601.0,10791673.0,29.72,29.72,29.55,29.69,-0.07,827.0
00653L,富邦印度正2,267868.0,11552185.0,43.0,43.45,42.92,43.45,0.06,104.0
00654R,富邦印度反1,59000.0,471020.0,8.0,8.0,7.95,7.95,-0.02,8.0
00655L,國泰中國A50正2,2238100.0,61092095.0,26.87,27.65,26.87,27.46,0.68,637.0
00656R,國泰中國A50反1,445000.0,3709640.0,8.44,8.44,8.32,8.35,-0.08,37.0
00657,國泰日經225,103106.0,3549820.0,34.41,34.44,34.41,34.44,0.0,985.0
00657K,國泰日經225+U,200.0,2242.0,11.21,11.21,11.21,11.21,0.01,2.0
00660,元大歐洲50,643.0,20007.0,,,,,0.0,462.0
00661,元大日經225,1784.0,64661.0,36.84,36.84,36.84,36.84,-0.08,785.0
00662,富邦NASDAQ,326216.0,16805361.0,51.5,51.65,51.3,51.65,-0.05,271.0
00663L,國泰臺灣加權正2,54000.0,5611650.0,103.6,105.0,103.6,105.0,0.6,10.0
00664R,國泰臺灣加權反1,3373187.0,20212619.0,6.01,6.01,5.96,5.97,-0.03,252.0
00665L,富邦恒生國企正2,34832153.0,277855611.0,7.72,8.08,7.72,8.03,0.35,3302.0
00666R,富邦恒生國企反1,351000.0,5163230.0,14.96,14.96,14.66,14.71,-0.35,27.0
00668,國泰美國道瓊,30350.0,1129333.0,37.22,37.27,37.14,37.26,-0.4,142.0
00668K,國泰美國道瓊+U,200.0,2426.0,12.13,12.13,12.13,12.13,-0.11,2.0
00669R,國泰美國道瓊反1,7169780.0,57510730.0,8.04,8.05,8.0,8.01,0.05,426.0
00670L,富邦NASDAQ正2,1323127.0,87389013.0,65.7,66.3,65.6,66.3,-0.2,620.0
00671R,富邦NASDAQ反1,14280150.0,79517938.0,5.58,5.59,5.55,5.56,0.01,412.0
00673R,期元大S&P原油反1,82373816.0,795976223.0,9.73,9.73,9.6,9.64,0.32,4041.0
00674R,期元大S&P黃金反1,2190181.0,25460927.0,11.61,11.67,11.58,11.65,-0.16,483.0
00675L,富邦臺灣加權正2,707175.0,32199477.0,45.3,45.85,45.25,45.77,0.19,388.0
00676R,富邦臺灣加權反1,3831119.0,12634200.0,3.3,3.31,3.28,3.29,-0.01,240.0
00678,群益NBI生技,398391.0,10299581.0,25.86,25.86,25.83,25.84,0.06,182.0
00680L,元大美債20正2,35395642.0,428322430.0,12.14,12.15,12.07,12.09,0.17,3099.0
00681R,元大美債20反1,91015.0,1613305.0,17.71,17.77,17.71,17.73,-0.15,26.0
00682U,期元大美元指數,90164.0,1817036.0,20.18,20.18,20.13,20.13,-0.13,38.0
00683L,期元大美元指正2,1306789.0,27111486.0,20.78,20.78,20.72,20.75,-0.26,372.0
00684R,期元大美元指反1,2000.0,32510.0,16.25,16.26,16.25,16.26,0.03,2.0
00685L,群益臺灣加權正2,51050.0,2061500.0,40.07,40.58,40.06,40.58,0.18,25.0
00686R,群益臺灣加權反1,1023000.0,3658090.0,3.58,3.58,3.56,3.56,-0.01,24.0
00688L,國泰20年美債正2,7333380.0,88106597.0,12.06,12.07,11.99,12.0,0.15,571.0
00689R,國泰20年美債反1,7000.0,128640.0,18.38,18.38,18.37,18.37,-0.19,4.0
00690,兆豐藍籌30,2507517.0,68753179.0,27.41,27.48,27.36,27.48,0.05,1609.0
00692,富邦公司治理,1427678.0,41909905.0,29.36,29.45,29.27,29.45,0.07,902.0
00693U,期街口S&P黃豆,34192.0,884322.0,25.83,25.9,25.78,25.88,0.2,26.0
00700,富邦恒生國企,150605.0,1908970.0,12.49,12.73,12.49,12.68,0.24,931.0
00701,國泰股利精選30,442106.0,10273742.0,23.24,23.28,23.17,23.27,0.03,511.0
00702,國泰標普低波高息,134004.0,2726075.0,20.41,20.41,20.31,20.36,-0.19,1008.0
00703,台新MSCI中國,256973.0,4027563.0,15.49,15.74,15.49,15.7,0.35,833.0
00706L,期元大S&P日圓正2,3577462.0,34052396.0,9.52,9.53,9.51,9.52,0.18,425.0
00707R,期元大S&P日圓反1,,,,,,,0.0,
00708L,期元大S&P黃金正2,1452794.0,43343271.0,29.96,30.02,29.65,29.74,0.75,417.0
