證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,4251764.0,497565809.0,117.15,117.5,116.75,117.2,-0.35,10633.0
0051,元大中型100,45603.0,2604555.0,57.1,57.55,56.85,57.55,0.15,152.0
0052,富邦科技,124891.0,12471378.0,99.7,100.5,99.55,100.1,-0.25,293.0
0053,元大電子,14017.0,814937.0,58.2,58.5,57.95,58.5,-0.2,1001.0
0055,元大MSCI金融,204113.0,4587623.0,22.67,22.67,22.43,22.52,-0.15,238.0
0056,元大高股息,10622823.0,300885074.0,28.37,28.47,28.19,28.45,0.05,8469.0
0057,富邦摩台,5866.0,497544.0,84.9,85.1,84.9,85.1,-0.3,871.0
0061,元大寶滬深,301012.0,5674194.0,19.0,19.0,18.8,18.9,-0.14,1002.0
006203,元大MSCI台灣,3057.0,172125.0,56.5,56.5,56.3,56.3,-0.55,900.0
006204,永豐臺灣加權,23000.0,1802700.0,78.15,78.4,78.15,78.4,0.05,5.0
006205,富邦上証,2452736.0,77935357.0,32.03,32.03,31.65,31.69,-0.34,388.0
006206,元大上證50,69331.0,2080904.0,30.38,30.38,29.98,29.98,-0.37,1004.0
006207,復華滬深,74000.0,1844630.0,24.99,25.01,24.76,24.76,-0.21,14.0
006208,富邦台50,2806060.0,190132895.0,67.8,67.95,67.6,67.8,-0.2,6257.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2790729.0,311071845.0,111.15,112.7,110.75,112.15,0.0,2462.0
00632R,元大台灣50反1,108080852.0,576141900.0,5.34,5.35,5.3,5.32,0.0,4028.0
00633L,富邦上証正2,6706054.0,257366270.0,38.8,39.0,38.06,38.1,-0.65,1856.0
00634R,富邦上証反1,799500.0,3567400.0,4.43,4.48,4.43,4.48,0.04,35.0
00635U,期元大S&P黃金,497287.0,12620722.0,25.45,25.45,25.34,25.36,-0.27,228.0
00636,國泰中國A50,1698693.0,36437393.0,21.67,21.67,21.37,21.4,-0.16,1260.0
00636K,國泰中國A50+U,200.0,1394.0,6.97,6.97,6.97,6.97,-0.05,2.0
00637L,元大滬深300正2,59764122.0,905549320.0,15.33,15.37,15.01,15.02,-0.26,8789.0
00638R,元大滬深300反1,517000.0,4869340.0,9.35,9.46,9.35,9.46,0.09,41.0
00639,富邦深100,1592245.0,19835986.0,12.5,12.55,12.4,12.41,-0.11,767.0
00640L,富邦日本正2,1270094.0,42413122.0,33.19,33.47,33.19,33.38,0.56,116.0
00641R,富邦日本反1,1162540.0,10246003.0,8.82,8.84,8.8,8.82,-0.04,141.0
00642U,期元大S&P石油,14862418.0,222567326.0,15.11,15.11,14.88,14.95,-0.51,3485.0
00643,群益深証中小,203170.0,2933395.0,14.5,14.5,14.34,14.35,-0.15,985.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,119425.0,3376974.0,28.13,28.32,28.13,28.3,0.28,688.0
00646,元大S&P500,721963.0,28450459.0,39.39,39.45,39.35,39.41,0.02,643.0
00647L,元大S&P500正2,137531.0,7685282.0,55.95,55.95,55.75,55.9,-0.15,39.0
00648R,元大S&P500反1,3710003.0,26213471.0,7.06,7.08,7.06,7.07,0.01,142.0
00650L,復華香港正2,6735610.0,87828444.0,13.1,13.18,12.84,12.93,0.04,1138.0
00651R,復華香港反1,149000.0,1257470.0,8.65,8.65,8.37,8.47,0.0,28.0
00652,富邦印度,798310.0,23916590.0,30.04,30.04,29.88,30.0,-0.04,409.0
00653L,富邦印度正2,750038.0,32901139.0,44.0,44.0,43.68,44.0,-0.32,143.0
00654R,富邦印度反1,264000.0,2088100.0,7.87,7.92,7.87,7.91,0.04,28.0
00655L,國泰中國A50正2,3081300.0,83237380.0,27.41,27.45,26.8,26.83,-0.49,822.0
00656R,國泰中國A50反1,565000.0,4752120.0,8.35,8.43,8.35,8.43,0.08,42.0
00657,國泰日經225,106551.0,3753524.0,35.25,35.26,35.22,35.26,0.36,979.0
00657K,國泰日經225+U,200.0,2286.0,11.43,11.43,11.43,11.43,0.1,2.0
00660,元大歐洲50,2969.0,93412.0,31.62,31.75,31.62,31.75,0.03,968.0
00661,元大日經225,10974.0,411682.0,37.44,37.66,37.44,37.57,0.39,977.0
00662,富邦NASDAQ,1190719.0,63191454.0,52.9,53.15,52.9,53.1,0.3,669.0
00663L,國泰臺灣加權正2,18000.0,1853150.0,102.7,104.0,102.7,104.0,0.4,10.0
00664R,國泰臺灣加權反1,7961827.0,47861456.0,6.03,6.04,5.99,6.0,-0.01,340.0
00665L,富邦恒生國企正2,26675817.0,215653519.0,8.08,8.17,7.97,8.01,0.09,2645.0
00666R,富邦恒生國企反1,268000.0,3938440.0,14.67,14.78,14.61,14.75,-0.07,51.0
00668,國泰美國道瓊,9538.0,354980.0,37.24,37.25,37.2,37.25,-0.18,494.0
00668K,國泰美國道瓊+U,200.0,2420.0,12.1,12.1,12.1,12.1,-0.07,2.0
00669R,國泰美國道瓊反1,9349720.0,75172757.0,8.04,8.05,8.03,8.03,0.03,355.0
00670L,富邦NASDAQ正2,954581.0,66294875.0,69.35,69.6,69.3,69.45,0.6,534.0
00671R,富邦NASDAQ反1,13324600.0,72333109.0,5.43,5.43,5.42,5.43,-0.02,631.0
00673R,期元大S&P原油反1,20559214.0,192380801.0,9.3,9.44,9.3,9.4,0.32,1681.0
00674R,期元大S&P黃金反1,2240398.0,26487484.0,11.8,11.84,11.8,11.84,0.12,323.0
00675L,富邦臺灣加權正2,828913.0,37387287.0,44.93,45.55,44.78,45.35,0.02,588.0
00676R,富邦臺灣加權反1,6692389.0,22165374.0,3.32,3.33,3.29,3.3,-0.01,233.0
00678,群益NBI生技,305981.0,7978822.0,26.08,26.09,26.03,26.03,-0.18,953.0
00680L,元大美債20正2,35890143.0,426143054.0,11.83,11.91,11.83,11.88,0.24,3358.0
00681R,元大美債20反1,39000.0,698790.0,17.88,17.94,17.88,17.92,-0.17,18.0
00682U,期元大美元指數,100035.0,2032150.0,20.31,20.32,20.31,20.31,0.1,26.0
00683L,期元大美元指正2,1152629.0,24318446.0,21.09,21.12,21.08,21.11,0.21,234.0
00684R,期元大美元指反1,1000.0,16190.0,16.19,16.19,16.19,16.19,-0.05,1.0
00685L,群益臺灣加權正2,166237.0,6618764.0,39.78,40.29,39.64,40.15,-0.03,52.0
00686R,群益臺灣加權反1,917000.0,3290000.0,3.59,3.59,3.58,3.58,0.0,31.0
00688L,國泰20年美債正2,4787200.0,56480860.0,11.8,11.82,11.78,11.8,0.25,561.0
00689R,國泰20年美債反1,40000.0,742810.0,18.57,18.58,18.57,18.58,-0.18,6.0
00690,兆豐藍籌30,2233961.0,60755746.0,27.22,27.29,27.14,27.26,-0.07,2096.0
00692,富邦公司治理,1300419.0,38105822.0,29.35,29.42,29.23,29.34,-0.08,1664.0
00693U,期街口S&P黃豆,30100.0,773350.0,25.68,25.71,25.68,25.71,0.18,21.0
00700,富邦恒生國企,16893.0,215309.0,12.8,12.8,12.74,12.74,0.07,932.0
00701,國泰股利精選30,536143.0,12449151.0,23.31,23.32,23.16,23.28,-0.06,461.0
00702,國泰標普低波高息,101875.0,2067810.0,20.3,20.31,20.3,20.31,-0.11,880.0
00703,台新MSCI中國,329988.0,5135823.0,15.75,15.75,15.52,15.52,0.0,1006.0
