證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,10125868.0,1219702746.0,120.95,121.15,120.2,120.4,-1.05,10337.0
0051,元大中型100,23695.0,1353303.0,57.4,57.5,56.8,56.9,-0.15,172.0
0052,富邦科技,165595.0,17877818.0,108.5,108.95,107.55,107.65,-1.65,504.0
0053,元大電子,8146.0,492108.0,60.6,60.6,60.35,60.35,-0.85,674.0
0055,元大MSCI金融,148694.0,3252439.0,21.9,21.94,21.81,21.84,0.0,259.0
0056,元大高股息,23111491.0,649946647.0,28.31,28.33,28.05,28.06,-0.25,17971.0
0057,富邦摩台,3946.0,344913.0,87.75,87.75,87.3,87.3,-1.0,812.0
0061,元大寶滬深,64511.0,1220177.0,19.0,19.05,18.92,19.0,0.0,958.0
006203,元大MSCI台灣,4115.0,238655.0,58.15,58.25,58.15,58.2,-0.55,857.0
006204,永豐臺灣加權,75813.0,5977434.0,78.95,78.95,78.65,78.65,-0.85,616.0
006205,富邦上証,805973.0,25443516.0,31.61,31.62,31.5,31.62,0.04,128.0
006206,元大上證50,427014.0,12807126.0,30.0,30.06,29.81,30.03,0.03,350.0
006207,FH滬深,6854.0,170777.0,24.92,24.96,24.89,24.96,0.04,48.0
006208,富邦台50,3002988.0,209184430.0,70.0,70.05,69.45,69.6,-0.6,6505.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,3490547.0,401772175.0,116.2,116.7,114.3,114.5,-2.4,2996.0
00632R,元大台灣50反1,121351222.0,639656887.0,5.25,5.29,5.23,5.28,0.04,5479.0
00633L,富邦上証正2,4157144.0,158749660.0,38.1,38.4,37.95,38.17,0.17,949.0
00634R,富邦上証反1,368000.0,1648100.0,4.46,4.49,4.46,4.46,-0.03,17.0
00635U,期元大S&P黃金,531202.0,13213717.0,24.89,24.91,24.85,24.86,-0.19,212.0
00636,國泰中國A50,1734781.0,37024700.0,21.3,21.39,21.29,21.37,0.05,1011.0
00636K,國泰中國A50+U,200.0,1404.0,7.02,7.02,7.02,7.02,0.0,2.0
00637L,元大滬深300正2,41571972.0,624612067.0,14.96,15.12,14.94,15.02,0.06,4209.0
00638R,元大滬深300反1,315000.0,2969860.0,9.42,9.44,9.38,9.41,-0.03,23.0
00639,富邦深100,1591571.0,20583563.0,12.92,12.96,12.91,12.96,0.01,575.0
00640L,富邦日本正2,133000.0,3824270.0,28.85,28.9,28.6,28.78,0.07,52.0
00641R,富邦日本反1,304000.0,2878790.0,9.45,9.51,9.45,9.49,0.0,33.0
00642U,期元大S&P石油,21415347.0,328173251.0,15.32,15.37,15.29,15.31,0.65,3446.0
00643,群益深証中小,73265.0,1105323.0,15.17,15.17,15.05,15.09,-0.01,711.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,4921.0,128066.0,26.14,26.14,26.08,26.13,-0.02,490.0
00646,元大S&P500,327590.0,12270098.0,37.5,37.51,37.42,37.46,-0.14,440.0
00647L,元大S&P500正2,124737.0,6496665.0,52.2,52.2,51.95,52.1,-0.25,67.0
00648R,元大S&P500反1,1105000.0,8052960.0,7.28,7.3,7.28,7.3,0.04,83.0
00650L,FH香港正2,10436808.0,135409019.0,13.04,13.13,12.85,13.04,-0.07,1335.0
00651R,FH香港反1,182000.0,1539660.0,8.4,8.51,8.4,8.45,0.02,32.0
00652,富邦印度,307877.0,8569843.0,27.93,27.93,27.76,27.76,-0.1,234.0
00653L,富邦印度正2,204178.0,7928995.0,38.87,39.15,38.6,38.6,-0.22,159.0
00654R,富邦印度反1,86000.0,722500.0,8.39,8.44,8.39,8.44,0.0,16.0
00655L,國泰中國A50正2,1668361.0,45060762.0,26.98,27.17,26.85,27.03,0.13,361.0
00656R,國泰中國A50反1,285000.0,2396310.0,8.41,8.42,8.38,8.4,-0.04,13.0
00657,國泰日經225,102400.0,3345230.0,32.67,32.75,32.67,32.75,-0.05,404.0
00657K,國泰日經225+U,200.0,2150.0,10.75,10.75,10.75,10.75,-0.04,2.0
00660,元大歐洲50,163588.0,4954366.0,30.46,30.46,30.26,30.26,-0.09,556.0
00661,元大日經225,2482.0,86238.0,34.95,34.95,34.9,34.9,-0.04,484.0
00662,富邦NASDAQ,1835338.0,91168313.0,49.85,49.85,49.55,49.68,-0.57,711.0
00663L,國泰臺灣加權正2,8010.0,845878.0,105.6,105.65,105.5,105.55,-2.3,7.0
00664R,國泰臺灣加權反1,4000366.0,23781256.0,5.92,5.97,5.91,5.96,0.05,373.0
00665L,富邦恒生國企正2,32375720.0,260393724.0,8.06,8.14,7.96,8.06,-0.08,2621.0
00666R,富邦恒生國企反1,118000.0,1734140.0,14.68,14.78,14.65,14.68,0.03,22.0
00668,國泰美國道瓊,30069.0,1075863.0,35.8,35.85,35.78,35.8,0.06,956.0
