證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,6877372.0,872451559.0,126.35,127.25,126.15,126.7,0.35,8845.0
0051,元大中型100,46327.0,2934793.0,63.25,63.55,63.05,63.5,-0.2,201.0
0052,富邦科技,166544.0,18562462.0,111.0,111.9,111.0,111.6,0.45,338.0
0053,元大電子,6985.0,448561.0,64.65,64.65,64.2,64.3,0.25,896.0
0055,元大MSCI金融,485082.0,11298966.0,23.31,23.4,23.24,23.25,-0.06,456.0
0056,元大高股息,25845612.0,804246585.0,31.1,31.21,31.01,31.15,0.05,17864.0
0057,富邦摩台,27938.0,2565722.0,91.9,92.15,91.85,92.15,0.25,869.0
0061,元大寶滬深,109074.0,1970755.0,18.05,18.13,17.97,18.11,0.06,791.0
006203,元大MSCI台灣,4536.0,276753.0,61.0,61.3,61.0,61.3,0.3,283.0
006204,永豐臺灣加權,27679.0,2348482.0,85.0,85.1,84.85,84.9,-0.1,711.0
006205,富邦上証,1347646.0,40377592.0,30.0,30.16,29.74,29.92,0.0,431.0
006206,元大上證50,79442.0,2244582.0,28.16,28.49,28.0,28.29,0.14,589.0
006207,復華滬深,114200.0,2685331.0,23.59,23.68,23.49,23.58,-0.03,977.0
006208,富邦台50,5005576.0,366371723.0,72.9,73.45,72.85,73.15,0.25,5239.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,1740453.0,228229861.0,130.3,131.95,130.3,131.1,0.75,1294.0
00632R,元大台灣50反1,73708253.0,361605421.0,4.92,4.92,4.89,4.9,-0.02,3772.0
00633L,富邦上証正2,7329115.0,258983996.0,34.83,35.77,34.61,35.23,0.45,1745.0
00634R,富邦上証反1,352000.0,1641720.0,4.67,4.67,4.6,4.65,-0.02,16.0
00635U,期元大S&P黃金,231892.0,5709247.0,24.62,24.66,24.6,24.64,0.21,122.0
00636,國泰中國A50,882358.0,17814524.0,20.11,20.36,19.98,20.2,0.09,924.0
00636K,國泰中國A50+U,200.0,1318.0,6.59,6.59,6.59,6.59,0.03,2.0
00637L,元大滬深300正2,77276435.0,1074727575.0,13.8,14.09,13.64,13.87,0.14,8199.0
00638R,元大滬深300反1,1388000.0,13481800.0,9.79,9.79,9.68,9.74,-0.08,36.0
00639,富邦深100,848381.0,9917105.0,11.8,11.8,11.62,11.68,-0.03,1229.0
00640L,富邦日本正2,2125070.0,79682929.0,37.19,37.89,37.19,37.83,0.53,354.0
00641R,富邦日本反1,1588184.0,13164276.0,8.35,8.35,8.25,8.25,-0.1,307.0
00642U,期元大S&P石油,6573025.0,99718460.0,15.19,15.2,15.11,15.18,-0.15,1563.0
00643,群益深証中小,601391.0,8270066.0,13.9,13.91,13.71,13.74,-0.1,514.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,2406923.0,72625011.0,30.17,31.0,30.02,31.0,0.75,1216.0
00646,元大S&P500,1470196.0,60002056.0,40.71,40.89,40.7,40.84,0.04,791.0
00647L,元大S&P500正2,326686.0,19364267.0,59.2,59.4,59.2,59.4,-0.05,65.0
00648R,元大S&P500反1,1162122.0,7939374.0,6.84,6.84,6.83,6.83,-0.01,73.0
00650L,復華香港正2,13635409.0,167475672.0,12.1,12.45,12.06,12.27,0.35,1848.0
00651R,復華香港反1,946100.0,8108693.0,8.67,8.69,8.53,8.61,-0.13,88.0
00652,富邦印度,193158.0,5865727.0,30.36,30.4,30.31,30.32,-0.11,341.0
00653L,富邦印度正2,181722.0,8230085.0,45.42,45.44,45.07,45.07,-0.41,81.0
00654R,富邦印度反1,85000.0,657980.0,7.7,7.77,7.7,7.77,0.02,16.0
00655L,國泰中國A50正2,3287460.0,81844840.0,24.65,25.2,24.37,24.83,0.35,792.0
00656R,國泰中國A50反1,250000.0,2191530.0,8.75,8.8,8.67,8.69,-0.06,14.0
00657,國泰日經225,264793.0,10104258.0,38.01,38.49,38.01,38.49,0.53,139.0
00657K,國泰日經225+U,200.0,2500.0,12.5,12.5,12.5,12.5,0.13,2.0
00660,元大歐洲50,37324.0,1152944.0,31.0,31.0,30.88,31.0,-0.3,454.0
00661,元大日經225,346701.0,14312771.0,41.06,41.43,40.99,41.43,0.46,582.0
00662,富邦NASDAQ,1358507.0,78089372.0,57.5,57.6,57.4,57.55,0.15,898.0
00663L,國泰臺灣加權正2,1008.0,123026.0,122.05,122.05,122.05,122.05,1.05,2.0
00664R,國泰臺灣加權反1,2226155.0,12305712.0,5.54,5.55,5.51,5.52,-0.02,203.0
00665L,富邦恒生國企正2,61850253.0,465340648.0,7.36,7.65,7.35,7.55,0.31,4678.0
00666R,富邦恒生國企反1,409000.0,6143720.0,15.16,15.16,14.9,15.03,-0.27,77.0
00668,國泰美國道瓊,279224.0,10465311.0,37.45,37.51,37.45,37.51,-0.2,625.0
00668K,國泰美國道瓊+U,200.0,2442.0,12.21,12.21,12.21,12.21,-0.08,2.0
00669R,國泰美國道瓊反1,2174220.0,17317591.0,7.98,7.98,7.96,7.96,0.04,125.0
00670L,富邦NASDAQ正2,1811942.0,146609944.0,80.75,81.1,80.75,81.1,0.75,560.0
00671R,富邦NASDAQ反1,8840496.0,44204958.0,5.01,5.01,4.99,5.0,-0.03,571.0
00673R,期元大S&P原油反1,23431750.0,214792387.0,9.15,9.2,9.14,9.17,0.09,1943.0
00674R,期元大S&P黃金反1,1269000.0,15426200.0,12.16,12.17,12.13,12.16,-0.1,194.0
00675L,富邦臺灣加權正2,544440.0,28815929.0,52.65,53.25,52.6,52.95,0.35,439.0
00676R,富邦臺灣加權反1,2978896.0,9091117.0,3.06,3.06,3.04,3.06,0.0,173.0
00678,群益NBI生技,317391.0,8168661.0,25.7,25.75,25.69,25.75,0.15,844.0
00680L,元大美債20正2,9492927.0,105135768.0,11.08,11.1,11.05,11.07,0.02,1263.0
00681R,元大美債20反1,107000.0,1982080.0,18.53,18.53,18.52,18.53,-0.05,10.0
00682U,期元大美元指數,23000.0,476140.0,20.71,20.71,20.69,20.7,-0.05,14.0
00683L,期元大美元指正2,759111.0,16624533.0,21.91,21.94,21.87,21.87,-0.12,124.0
00684R,期元大美元指反1,1000.0,15870.0,15.87,15.87,15.87,15.87,0.0,1.0
00685L,群益臺灣加權正2,48356.0,2267787.0,46.73,47.22,46.71,46.94,0.26,28.0
00686R,群益臺灣加權反1,68000.0,224480.0,3.3,3.31,3.29,3.3,0.0,13.0
00688L,國泰20年美債正2,6938557.0,76105622.0,10.99,11.0,10.94,10.96,0.01,594.0
00689R,國泰20年美債反1,3000.0,57620.0,19.2,19.22,19.2,19.22,0.01,2.0
00690,兆豐藍籌30,876871.0,23788787.0,27.15,27.17,27.07,27.09,-0.06,579.0
00692,富邦公司治理,3174357.0,100812711.0,31.59,31.86,31.58,31.8,0.21,2332.0
