證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,3732049.0,442410377.0,118.5,118.75,118.2,118.65,0.55,5260.0
0051,元大中型100,32859.0,1844752.0,56.0,56.3,56.0,56.15,0.55,158.0
0052,富邦科技,159881.0,16946680.0,106.2,106.25,105.85,106.2,0.55,211.0
0053,元大電子,3980.0,234403.0,59.25,59.25,59.0,59.2,0.25,912.0
0055,元大MSCI金融,251918.0,5415931.0,21.44,21.6,21.38,21.46,0.2,275.0
0056,元大高股息,10477157.0,291794980.0,27.8,27.9,27.8,27.84,0.08,6221.0
0057,富邦摩台,3879.0,332565.0,86.0,86.0,85.9,85.95,0.25,882.0
0061,元大寶滬深,54650.0,1034854.0,18.87,18.97,18.87,18.96,0.11,266.0
006203,元大MSCI台灣,6641.0,378347.0,56.95,57.25,56.9,57.05,0.15,611.0
006204,永豐臺灣加權,25930.0,2016148.0,77.8,77.85,77.7,77.7,0.25,967.0
006205,富邦上証,775813.0,24509625.0,31.58,31.76,31.55,31.76,0.21,165.0
006206,元大上證50,118104.0,3555908.0,30.44,30.44,30.02,30.29,0.28,521.0
006207,FH滬深,186495.0,4613485.0,24.61,24.84,24.61,24.84,0.18,1009.0
006208,富邦台50,1756700.0,120390057.0,68.55,68.75,68.4,68.5,0.3,2220.0
00625K,富邦上証+R,,,,,,,0.0,
00631L,元大台灣50正2,2914249.0,325275497.0,111.6,112.15,111.0,111.5,1.35,1281.0
00632R,元大台灣50反1,120372038.0,643808684.0,5.35,5.37,5.33,5.35,-0.03,5005.0
00633L,富邦上証正2,5396065.0,203496499.0,37.57,38.23,37.32,38.2,0.91,1573.0
00634R,富邦上証反1,415000.0,1866900.0,4.51,4.53,4.48,4.48,-0.05,31.0
00635U,期元大S&P黃金,1227555.0,30905362.0,25.17,25.22,25.14,25.17,0.05,463.0
00636,國泰中國A50,1732924.0,36943126.0,21.24,21.46,21.22,21.46,0.31,1247.0
00636K,國泰中國A50+U,200.0,1394.0,6.97,6.97,6.97,6.97,0.04,2.0
00637L,元大滬深300正2,61629760.0,914907670.0,14.8,15.05,14.71,15.05,0.37,7272.0
00638R,元大滬深300反1,1017058.0,9736816.0,9.59,9.59,9.52,9.52,-0.07,83.0
00639,富邦深100,881041.0,11191427.0,12.64,12.8,12.64,12.8,0.16,257.0
00640L,富邦日本正2,131113.0,3686375.0,28.21,28.21,28.02,28.04,0.23,61.0
00641R,富邦日本反1,189000.0,1809600.0,9.57,9.59,9.57,9.59,-0.06,28.0
00642U,期元大S&P石油,7184880.0,102381044.0,14.28,14.31,14.18,14.26,0.19,1596.0
00643,群益深証中小,902673.0,13311034.0,14.61,14.78,14.61,14.78,0.12,1122.0
00643K,群益深証中小+R,,,,,,,0.0,
00645,富邦日本,26788.0,693356.0,25.95,25.95,25.87,25.87,0.12,762.0
00646,元大S&P500,549389.0,20591149.0,37.47,37.54,37.4,37.47,0.32,334.0
00647L,元大S&P500正2,240421.0,12395792.0,51.6,51.7,51.5,51.55,1.0,97.0
00648R,元大S&P500反1,2905200.0,21329886.0,7.34,7.36,7.33,7.35,-0.07,165.0
00650L,FH香港正2,5781581.0,71369454.0,12.4,12.45,12.21,12.37,0.21,889.0
00651R,FH香港反1,1013000.0,8840660.0,8.75,8.77,8.68,8.72,-0.08,72.0
00652,富邦印度,129154.0,3614304.0,28.0,28.01,27.91,27.99,0.19,302.0
00653L,富邦印度正2,255467.0,10010454.0,39.1,39.33,39.01,39.22,0.59,143.0
00654R,富邦印度反1,165037.0,1385101.0,8.39,8.4,8.38,8.4,-0.07,20.0
00655L,國泰中國A50正2,2357201.0,62657331.0,26.51,27.01,26.35,27.0,0.65,598.0
00656R,國泰中國A50反1,161000.0,1366620.0,8.52,8.53,8.46,8.46,-0.1,9.0
00657,國泰日經225,102970.0,3335750.0,32.4,32.44,32.34,32.34,0.16,974.0
00657K,國泰日經225+U,200.0,2118.0,10.59,10.59,10.59,10.59,0.07,2.0
00660,元大歐洲50,4422.0,133049.0,30.27,30.27,30.23,30.23,0.62,791.0
00661,元大日經225,3766.0,129844.0,34.56,34.68,34.56,34.68,0.14,768.0
00662,富邦NASDAQ,1212847.0,60095050.0,49.5,49.61,49.43,49.57,0.11,471.0
00663L,國泰臺灣加權正2,8000.0,824750.0,103.1,103.2,102.6,102.6,0.35,6.0
00664R,國泰臺灣加權反1,4309162.0,26037636.0,6.05,6.07,6.03,6.04,-0.05,406.0
00665L,富邦恒生國企正2,23169124.0,177201787.0,7.73,7.75,7.56,7.66,0.08,2200.0
00666R,富邦恒生國企反1,198000.0,3021050.0,15.21,15.31,15.18,15.18,-0.09,20.0
00668,國泰美國道瓊,61346.0,2198674.0,35.8,35.87,35.79,35.85,0.51,512.0
00668K,國泰美國道瓊+U,200.0,2342.0,11.71,11.71,11.71,11.71,0.14,2.0
00669R,國泰美國道瓊反1,6906050.0,57049472.0,8.26,8.27,8.25,8.26,-0.11,529.0
00670L,富邦NASDAQ正2,1123598.0,69481153.0,61.9,61.95,61.65,61.9,0.4,450.0
00671R,富邦NASDAQ反1,5111300.0,29455827.0,5.76,5.78,5.75,5.76,-0.03,355.0
00673R,期元大S&P原油反1,10144525.0,102381372.0,10.04,10.15,10.04,10.11,-0.13,885.0
00674R,期元大S&P黃金反1,1870379.0,22393745.0,11.98,12.0,11.95,12.0,0.0,288.0
00675L,富邦臺灣加權正2,475517.0,21377820.0,44.97,45.16,44.71,44.9,0.48,323.0
00676R,富邦臺灣加權反1,6672034.0,22137492.0,3.32,3.33,3.31,3.33,0.0,349.0
00678,群益NBI生技,341715.0,8469837.0,24.75,24.8,24.65,24.75,0.01,671.0
00680L,元大美債20正2,14214877.0,173997911.0,12.22,12.27,12.2,12.26,-0.11,2069.0
00681R,元大美債20反1,420000.0,7458410.0,17.77,17.77,17.72,17.74,0.1,46.0
00682U,期元大美元指數,70162.0,1440127.0,20.55,20.55,20.51,20.53,-0.11,34.0
00683L,期元大美元指正2,1432403.0,30871540.0,21.59,21.62,21.53,21.58,-0.19,315.0
00684R,期元大美元指反1,3000.0,48140.0,16.04,16.05,16.04,16.05,0.0,3.0
00685L,群益臺灣加權正2,90360.0,3598467.0,39.85,40.0,39.64,39.73,0.34,49.0
00686R,群益臺灣加權反1,672000.0,2420950.0,3.6,3.62,3.59,3.61,-0.02,28.0
00688L,國泰20年美債正2,2756000.0,33521530.0,12.19,12.19,12.13,12.17,-0.13,386.0
00689R,國泰20年美債反1,70000.0,1288990.0,18.41,18.43,18.4,18.41,0.13,24.0
